"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","6170","minor: converting commments to code to make it clear what is running","…without looking to script file   I simply ignored rule of thumb - no comment in code and code should be read as text . this update will help to understand output and clearly define in output what is running.","closed","","romani","2018-10-26T00:51:10Z","2018-10-26T14:56:34Z"
"","6380","Issue #6379: AnnotationLocation: add support for PACKAGE_DEF, ENUM_CO…","…NSTANT_DEF  Issue #6379   regression tests https://pbludov.github.io/issue-6379/","closed","","pbludov","2019-01-15T20:22:29Z","2019-03-02T08:08:00Z"
"","6310","minor: make ConfigurationLoaderTest#testNonExistentPropertyName jdk11…","… compatible  Issue: #6228   `SAXException` was ""fixed"" in JDK11. Formerly, there was a ""pseudo cause"" exception in the `SAXException`:  http://hg.openjdk.java.net/jdk8/jdk8/jdk/file/687fd7c7986d/src/share/classes/jdk/internal/org/xml/sax/SAXException.java#l95 ```     public SAXException (Exception e)     {         super();         this.exception = e;     } ```  Now it is a regular exception as it should be: http://hg.openjdk.java.net/jdk/jdk11/file/1ddf9a99e4ad/src/java.xml/share/classes/org/xml/sax/SAXException.java#l99 ```     public SAXException (Exception e)     {         super(e);     } ``` As the result, the exception message is slightly different: before jdk11: `Property ${nonexistent} has not been set` after jdk11: `com.puppycrawl.tools.checkstyle.api.CheckstyleException: Property ${nonexistent} has not been set`  The exception itself is not changed. It still a `CheckstyleException` wrapped in `SAXException`wrapped in another `CheckstyleException`.  So, the idea is to check the message of the original exception. We don't have to test the jdk. It has already been tested. Instead, we need to make sure that the correct exception is nested inside and check it.","closed","","pbludov","2018-12-23T08:48:49Z","2018-12-23T15:48:54Z"
"","6223","Update shell scripts to split sha to avoid pollution in spelling white list","Workaround to avoid having parts of sha in white list: https://github.com/checkstyle/checkstyle/commit/4cda37a73a4749750768a624732294e534f58550  This is NOT super ideal but better than pollution of whitelist of our spell checker.","open","approved,","romani","2018-11-20T03:04:21Z","2019-02-18T18:14:42Z"
"","6462","Remove PARAMETER_DEF from AnnotationLocation","With the reasoning from #6416:  Quote from @romani: > All that tokens are not related to original idea of Check `Check enforce to locate annotations immediately after documentation block and before target element, annotation should be located on separate line from target element.` ... attention to `documentation block`. Line wrapping that is possible with annotation usage should be covered by some other Check, I am not ready even tell about possible design for new Check .... live/users will show us what might be valuable in such validations.  `PARAMETER_DEF` should not be supported in `AnnotationLocation` check as parameters has no documentation and this Check is mostly for targets with javadocs. If somebody need to validate location of annotation in parameters  - new Check need to be created.  This would also simplify the implementation, because parameters are specially treated anyway, having a single annotation with or without parameters on the same line with the parameter is always allowed though the documentation does not indicate this. This special treatment can also be removed.  If the `PARAMETER_DEF` handling stays, then at least the documentation should be updated to describe the special treatment of parameters for which only a small subset like multiple annotations on the same line are checked.","closed","breaking compatibility,","Vampire","2019-02-23T17:00:54Z","2019-05-11T18:52:09Z"
"","6463","Do not handle local variables for VARIABLE_DEF in AnnotationLocation","With the reasoning from #6416:  Quote from @romani: > All that tokens are not related to original idea of Check `Check enforce to locate annotations immediately after documentation block and before target element, annotation should be located on separate line from target element.` ... attention to `documentation block`. Line wrapping that is possible with annotation usage should be covered by some other Check, I am not ready even tell about possible design for new Check .... live/users will show us what might be valuable in such validations.  `AnnotationLocation` check for `VARIABLE_DEF` should only handle field definitions, but no local variable defintions as they have no documentation.  This would also simplify the implementation, because local variable definitions in for-each loops and for-loop-initializers are specially treated anyway, having a single annotation with or without parameters on the same line with the parameter is always allowed though the documentation does not indicate this. This special treatment can also be removed.  If the local variable defintion handling stays, then at least the documentation should be updated to describe the special treatment of local variable definitions in for-each loops and for-loop-initializers for which only a small subset like multiple annotations on the same line are checked.  Documentation should updated anyway, even if the local variable handling gets removed / local variables handling suppressed, the documentation should state that it is only effective on field definitions, not on local variable definitions.  ATTENTION: If users would like to validate location annotation over local variables , new Check should be created. That will have set of options to required to satisfy requirements, wihtout any conflicts with annotations over declaration elements that might have javadoc.","closed","approved,","Vampire","2019-02-23T17:05:12Z","2019-05-18T22:13:30Z"
"","6219","config: fix wercker CI, see details at #6218","will be reverted in scope of #6218","closed","","romani","2018-11-16T23:39:19Z","2018-11-17T01:19:28Z"
"","6308","Indentation: indentation level is being corrupted in class fields","While running regression for pitest, I have gotten differences that I couldn't reproduce locally on a single file run. I believe one reason is because the [`IndentLevel`](https://github.com/checkstyle/checkstyle/blob/641b6b2c0689fc35d6a3d77a7215fd1d9ce2a2b8/src/main/java/com/puppycrawl/tools/checkstyle/checks/indentation/AbstractExpressionHandler.java#L49) is being corrupted as we use the same class instance among multiple fields.  [I tried to remove the cache of this field](https://github.com/checkstyle/checkstyle/blob/641b6b2c0689fc35d6a3d77a7215fd1d9ce2a2b8/src/main/java/com/puppycrawl/tools/checkstyle/checks/indentation/AbstractExpressionHandler.java#L83), but it caused regression to stall for 10 hours on apache ant's `BlockSort.java`.  I rework IndentLevel class to be immutable, and I am seeing regression differences.  From the changes I made, [I believe `ObjectBlockHandler` is the one doing the corruption](https://github.com/rnveach/checkstyle/blob/6893affeac7285afd16f8a389c7d65023d0c327a/src/main/java/com/puppycrawl/tools/checkstyle/checks/indentation/ObjectBlockHandler.java#L67-L69). It is modifying another class' fields by calling `addAcceptedIndent` on an `IndentLevel` it didn't create.","closed","miscellaneous,","rnveach","2018-12-22T17:52:35Z","2019-02-01T13:42:54Z"
"","6516","JavadocUtil doesn't recognize Javadocs in certain places","While looking into https://github.com/checkstyle/checkstyle/issues/5411 and verifying the statement I made: > We should have a missing for every place a javadoc is valid.  I made a bare bones check to verify we recognize all valid javadoc placements. InvalidJavadocPositionCheck https://github.com/rnveach/checkstyle/commits/InvalidJavadocPositionCheck ````     public void visitToken(DetailAST ast) {         final String commentContent = JavadocUtil.getBlockCommentContent(ast);          if (JavadocUtil.isJavadocComment(commentContent)) {             if (!JavadocUtil.isCorrectJavadocPosition(ast)) {                 log(ast, ""Invalid Javadoc Position"");             }         }     } ````  I expected no violations from this check on Checkstyle's own sources but I get the following: ```` [ERROR] \src\main\java\com\puppycrawl\tools\checkstyle\api\Configuration.java:32:5: Invalid Javadoc Position [InvalidJavadocPosition] [ERROR] \src\main\java\com\puppycrawl\tools\checkstyle\api\Configuration.java:46:5: Invalid Javadoc Position [InvalidJavadocPosition] [ERROR] \src\main\java\com\puppycrawl\tools\checkstyle\api\DetailNode.java:56:5: Invalid Javadoc Position [InvalidJavadocPosition] [ERROR] \src\main\java\com\puppycrawl\tools\checkstyle\api\TextBlock.java:29:5: Invalid Javadoc Position [InvalidJavadocPosition] ````  It looks like currently Checkstyle doesn't work with javadocs on methods with no modifiers and returns an array.  You can also see an example with: ```` $ cat TestClass.java public class TestClass {     /** Ab */     void method() {}     /** Ab */     String[] method2() { return null; } }  $ cat TestConfig.xml                        $ java -jar checkstyle-8.18-all.jar -c TestConfig.xml TestClass.java Starting audit... [ERROR] TestClass.java:2:  tag should be preceded with an empty line. [JavadocParagraph] Audit done. Checkstyle ends with 1 errors. ````  There should be 2 violations as both are methods with the same javadoc.  I am going to run regression to see if there are any other cases.  Let me know if we should open another issue to add this check to Checkstyle. It is pretty simple.","closed","approved,","rnveach","2019-03-06T03:26:36Z","2019-03-16T02:13:20Z"
"","6858","Remove TreeWalker#validateDefaultTokens","While checking source code, I found following method in TreeWalker class -  https://github.com/checkstyle/checkstyle/blob/6bab0788365ba9afb713e14d9f6263f1f60b7aa2/src/main/java/com/puppycrawl/tools/checkstyle/TreeWalker.java#L277-L293  Looks like this was added as a part of #655  The thing is that this method validates that check's required tokens are subset of default tokens. But this validation is performed on startup of checkstyle and not related with user configuration, since both `getDefaultTokens` and `getRequiredTokens` are hardcoded in the check.  So, if some check, for some reason, violates this requirement, there is no way to launch this check because checkstyle will always fail on startup. Moreover, user can do nothing about it (except removing this check from their config) and this check is useless.  I don't see a reason for such validation on startup, this can be performed by unit tests to forbid such check. As a nice bonus, startup will be a bit faster.","closed","miscellaneous,","strkkk","2019-06-27T13:19:52Z","2019-07-09T04:25:53Z"
