"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","11121","missing `-all.jar` file in the latest 9.2.1 release","👋 it looks like the jar file is missed in the latest release, v9.2.1, can you please verify on your end? Thanks!","closed","approved,","chenrui333","2021-12-28T14:26:01Z","2021-12-28T18:10:53Z"
"","11877","infra: remove cache from drone execution","~~""Fixes"" (really allows us to bypass) failure noted at: https://cloud.drone.io/checkstyle/checkstyle/11222/4/2~~  ~~I am guessing that this is the same issue mentioned by @romani regarding dropbox last week in discord:~~  ``` Dropbox. Hi Roman, This email is an automated notification from Dropbox letting you know that your Public links have been temporarily suspended for generating excessive traffic.  ``` The file we are actually downloading now:  ``` ➜  checkstyle git:(fix-infra-2) ✗ curl -o .ci-temp/cache.tar -SsL \     https://www.dropbox.com/s/""sh1g8o4h16p4n""""x6""/cache.tar\?dl\=0  ➜  checkstyle git:(fix-infra-2) cat .ci-temp/cache.tar     Dropbox - 404                          Error (404)                 We can't find the page you're looking for.                                      Here are a few links that may be helpful:                                              Home                         Help center                         Sign in                         Get a free account                         Dropbox Plus                         Dropbox Business                                                          ```  ------------------  Summary: dropbox failure preventing us from downloading maven cache helped us to realize that dealing with storing cache elsewhere wasn't really saving us any time in CI. So, we removed the cache restoration completely.","closed","","nick-mancuso","2022-07-10T01:26:48Z","2022-07-13T04:26:16Z"
"","11594","Report problem to IDEA issue tracker","~Unfortunate false positive from inspection https://github.com/checkstyle/checkstyle/commit/e892be80ddd3c82f03d153d51b680f2db1f2cfc9#diff-d30b04994870dfa6d43e4095694af6af2938eeddb1f2c0db3ddd55956bfdc10cR51~  Request option to ignore usage in  tests https://github.com/checkstyle/checkstyle/commit/e892be80ddd3c82f03d153d51b680f2db1f2cfc9#diff-efcf78d0957b14212cbef50a335aac82c9820f9a7956d2a57f74bddbed6edd2eR142  REPORTED: https://youtrack.jetbrains.com/issue/IDEA-293684/  We need to report them to jetbrains team","closed","","romani","2022-05-01T14:37:30Z","2022-05-07T22:05:41Z"
"","11597","Remove Experimental from XPath Filter","XPath filters have been around since 8.3 in late 2017. We should remove the ""experimental"" part from them as they have been a normal part for a while.  https://github.com/checkstyle/checkstyle/search?q=experimental","open","approved,","rnveach","2022-05-02T02:24:40Z","2022-05-14T16:54:43Z"
"","11379","Doc: improve grammar in writingchecks.xml","While reading through this document to get started on more substantial contributions, I decided to attempt to fix some grammatical errors present in the document. The content of the text was very helpful, so big thanks there to the writers!","closed","","OttoKaaij","2022-03-08T15:22:02Z","2022-04-08T06:00:17Z"
"","11758","Adding CheckForVariable function to util.sh","Whenever we add a token or key, it is important to check if it exists before we run the shell script.  Currently, I am using this function in the release project but as we use a lot of tokens in different shell scripts, we need to make a general function in util.sh so that we can call this function and remove repetition of creating this function.  Function:  ``` checkForVariable() {     if [[ ""$(declare -p ""$1"")"" =~ ^declare\ -x ]]; then        echo ""Error: Define $1 environment variable""        exit 1     fi } ```  Usage: `checkForVariable ""TOKEN_NAME""`","open","","Rahulkhinchi03","2022-06-21T16:15:40Z","2022-06-21T16:15:40Z"
"","11294","NPE in gui.MainFrameModel#getLastDirectory","When the GUI invoked with a file, i.e.  ```bash java -cp ...  com.puppycrawl.tools.checkstyle.gui.Main TestClass.java ```  The filed `currentFile` will be set to a file without a parent path.  Subsequently, clicking on ""Open File"" button fails with NPE in `gui.MainFrameModel#getLastDirectory`","closed","approved,","pbludov","2022-02-06T15:10:44Z","2022-02-06T15:51:21Z"
"","11618","minor: removes complicated uses of test tier that are not needed","Went through the test tier to see why certain methods are still protected and not final. Found some instances were the methods were used in complex ways that weren't needed. Like manually creating the Checker when the verify method will do this for us, etc...","closed","","rnveach","2022-05-08T15:25:29Z","2022-05-11T15:49:15Z"
"","11725","Automate twitter posts to use single shell command","we need to do https://github.com/checkstyle/checkstyle/wiki/How-to-make-a-release#announcements automatically.  we have release notes builder - https://github.com/checkstyle/contribution/tree/master/releasenotes-builder it has ability to do posts in twitter.   TODO: make script in checkstyle/checkstyle repo in folder "".ci"", with name `tweet-releasenotes.sh `. script should clone repo to `.ci-temp`  checkout to that tag, build release notes, and do tweet.    Generation of token: https://developer.twitter.com/en/docs/twitter-api/getting-started/getting-access-to-the-twitter-api for our project it is: https://developer.twitter.com/en/portal/projects/1538674835525513216/apps/24628121/keys  Please click on the  DEVELOPER APP -> APP SETTING and give read-write access  ![image](https://user-images.githubusercontent.com/812984/175821999-c37cd7d1-2278-4ff9-ad07-22eb685bebf2.png) ![image](https://user-images.githubusercontent.com/812984/175822343-e495eea7-94ee-4f91-9199-95bf1f557945.png)  **ATTENTION**:  next step should be done only after RW permission are granted. , then  ![FSDF](https://user-images.githubusercontent.com/71710042/174505756-b9594c2a-e025-42e6-ad7c-edffea590d96.png)  Now click on generate ACCESS TOKEN and SECRET, There you will find Token and Secret Token","closed","miscellaneous,","romani","2022-06-11T22:36:30Z","2022-07-03T15:17:37Z"
"","11729","Automate update of releasenotes.xml by content for new release","We need ready to have script that is located in `.ci` folder and generates content based on current sources that are on file system  Generator that already can update xml file: https://github.com/checkstyle/contribution/tree/master/releasenotes-builder   example of content generation: https://cloud.drone.io/checkstyle/checkstyle/10662/4/3","closed","miscellaneous,","romani","2022-06-12T05:01:07Z","2022-06-26T13:56:18Z"
