"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","2747","Issue #2661: Enforce OverridableMethodInConstructor of sevntu-checkst…","…yle over Checkstyle source code","closed","","MEZk","2015-12-18T20:14:24Z","2015-12-20T22:18:20Z"
"","2716","Issue #2661: Enforce RequiredParameterForAnnotation of sevntu-checkst…","…yle over Checkstyle source code","closed","","MEZk","2015-12-15T19:25:47Z","2015-12-16T18:00:26Z"
"","2708","Issue #2661: Enforce NoNullForCollectionReturnCheck of sevntu-checkst…","…yle over Checkstyle source code","closed","","MEZk","2015-12-15T19:22:54Z","2015-12-16T18:00:40Z"
"","2704","Issue #2661: Enforce TernaryPerExpressionCount of sevntu-checkstyle o…","…ver Checkstyle source code","closed","","MEZk","2015-12-15T19:21:47Z","2015-12-16T18:00:37Z"
"","2701","Issue #2661: Enforce CauseParameterInException of sevntu-checkstyle o…","…ver Checkstyle source code","closed","","MEZk","2015-12-15T19:20:50Z","2015-12-16T18:00:34Z"
"","2702","Issue #2661: Enforce NameConventionForJunit4TestClassesCheck of sevnt…","…u-checkstyle over Checkstyle source code","closed","","MEZk","2015-12-15T19:21:07Z","2015-12-16T18:00:35Z"
"","2743","Issue #2661: Enforce InnerClassCheck of sevntu-checkstyle over Checks…","…tyle source code","closed","","MEZk","2015-12-18T19:39:40Z","2015-12-20T22:18:09Z"
"","2741","Issue #2661: Enforce RedundantReturn of sevntu-checkstyle over Checks…","…tyle source code","closed","","MEZk","2015-12-18T19:01:30Z","2015-12-20T22:18:28Z"
"","2712","Issue #2661: Enforce ForbidReturnInFinallyBlockCheck of sevntu-checks…","…tyle over Checkstyle source code","closed","","MEZk","2015-12-15T19:24:09Z","2015-12-16T18:00:44Z"
"","2710","Issue #2661: Enforce InterfaceTypeParameterNameCheck of sevntu-checks…","…tyle over Checkstyle source code","closed","","MEZk","2015-12-15T19:23:30Z","2015-12-16T18:00:42Z"
"","2705","Issue #2661: Enforce ReturnNullInsteadOfBooleanCheck of sevntu-checks…","…tyle over Checkstyle source code","closed","","MEZk","2015-12-15T19:22:07Z","2015-12-16T18:00:38Z"
"","2691","Issue #2080: !(lastImportStatic ^ isStatic) can be simplified to 'las…","…tImportStatic==isStatic' TCBuild=436","closed","","romani","2015-12-12T18:44:29Z","2015-12-13T00:06:21Z"
"","2742","Issue #2661: Enforce WhitespaceBeforeArrayInitializer of sevntu-check…","…style over Checkstyle source code","closed","","MEZk","2015-12-18T19:32:16Z","2015-12-20T22:18:40Z"
"","2686","Issue #2291: Fix not raising violation NeedBraces with ForEach loop w…","…stmt  Problem was strange implementation of checking if FOR_LITERAL ast is in single line. It was comparing start of FOR_LITERAL lineno with first expression found in for, which could be start of iteration expression in FOR_INIT or FOR_ITERATOR. For example such code with allowed single line statement was not raising NeedBraces  ``` java for             (String s: new String[]{""""}) break; ```  This PR fix this by comparing line of FOR_LITERAL with the last children( when last child is not SLIST - because when it is it should not raise violation).","closed","","liscju","2015-12-10T13:43:20Z","2015-12-11T16:38:33Z"
"","2654","Issue #2640: Change abbreviationAsWordInName error message to contain…","…s name that violates a format  Change error msg as issue requested. I added in com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheckTest helper method getWarningMessage which is nearly same as introduced getWarningMessage in com.google.checkstyle.test.chapter5naming.rule53camelcase.AbbreviationAsWordInNameCheckTest and they differs by first argument(class).   Why there are in two different packages test classes which have same purpose? If this is not intended i could merge them in this PR.","closed","","liscju","2015-12-01T15:14:10Z","2015-12-02T16:58:25Z"
"","2718","Issue #2661: Enforce ConfusingConditionCheck of sevntu-checkstyle ove…","…r Checkstyle source code","closed","","MEZk","2015-12-15T19:26:37Z","2015-12-16T18:00:52Z"
"","2699","Issue #2661: Enforce UselessSingleCatchCheck of sevntu-checkstyle ove…","…r Checkstyle source code","closed","","MEZk","2015-12-15T19:20:04Z","2015-12-16T18:00:28Z"
"","2830","Issue #2661: Enforce SingleBreakOrContinueCheck of sevntu-checkstyle …","…over Checkstyle source code","closed","","romani","2016-01-18T02:14:37Z","2016-01-18T05:02:00Z"
"","2796","Issue #2661: Enforce SingleBreakOrContinueCheck of sevntu-checkstyle …","…over Checkstyle source code","closed","","yaziza","2016-01-02T10:12:34Z","2016-01-18T18:55:12Z"
"","2746","Issue #2661: Enforce SimpleAccessorNameNotation of sevntu-checkstyle …","…over Checkstyle source code","closed","","MEZk","2015-12-18T20:07:15Z","2015-12-23T17:30:30Z"
"","2771","minor: fix for unexpected TeamCity build failure casued by previous c…","…ommit","closed","","romani","2015-12-25T23:34:24Z","2015-12-26T01:44:43Z"
"","2799","Issue #1349: Fix IndentationCheck to accept proper right parenthesis …","…of annotation","closed","","romani","2016-01-03T14:39:30Z","2016-01-03T18:58:43Z"
"","2717","Issue #2661: Enforce DiamondOperatorForVariableDefinitionCheck of sev…","…ntu-checkstyle over Checkstyle source code","closed","","MEZk","2015-12-15T19:26:00Z","2015-12-16T18:00:49Z"
"","2852","Issue #2822: Makes FinalClass doesnt recognise as final classes with …","…nested subclasses  In current implementation there is a problem that class with private constructor cannot be made final if there is an inner class that extends it.  Biggest problem with implementation deals with the fact that extends clause can contain class name, or class name with package for example:  ``` java private class ExtendA extends A {} private class ExtendC extends com.nonexistent.packages.C {} ```  To deal with this fact I put full class name(with package information) to ClassDesc, later when it decides if there is an inner class extending outer, we check if in extends clause there is only class name or there is package information and do appropriate comparison with outer classes names.","closed","","liscju","2016-01-27T15:31:12Z","2016-02-13T04:14:52Z"
