"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","3275","Can't find service by service instance id from cache, service instance id is: 152","英文不好，中文说下，异常如下，切换es集群了，为了方便数据没有迁移，会一直报下面的问题，怎么解决？    rg.apache.skywalking.oap.server.core.register.service.ServiceInstanceInventoryRegister - 108 [grpc-default-executor-24] WARN  [] - Service instance 956 heartbeat, but not found in storage. 2019-08-16 14:32:41,008 - org.apache.skywalking.oap.server.receiver.jvm.provider.handler.JVMSourceDispatcher - 51 [grpc-default-executor-83] WARN  [] - Can't find service by service instance id from cache, service instance id is: 152 2019-08-16 14:32:41,008 - org.apache.skywalking.oap.server.receiver.jvm.provider.handler.JVMSourceDispatcher - 51 [grpc-default-executor-75] WARN  [] - Can't find service by service instance id from cache, service instance id is: 956 2019-08-16 14:32:41,009 - org.apache.skywalking.oap.server.receiver.jvm.provider.handler.JVMSourceDispatcher - 51 [grpc-default-executor-44] WARN  [] - Can't find service by service instance id from cache, service instance id is: 902 2019-08-16 14:32:41,009 - org.apache.skywalking.oap.server.receiver.register.provider.handler.v6.grpc.ServiceInstancePingServiceHandler - 68 [grpc-default-executor-24] WARN  [] - Can't find service by service instance id from cache, service instance id is: 956, will send a reset command to agent side 2019-08-16 14:32:41,011 - org.apache.skywalking.oap.server.core.register.service.ServiceInstanceInventoryRegister - 108 [grpc-default-executor-85] WARN  [] - Service instance 902 heartbeat, but not found in storage. 2019-08-16 14:32:41,012 - org.apache.skywalking.oap.server.receiver.register.provider.handler.v6.grpc.ServiceInstancePingServiceHandler - 68 [grpc-default-executor-85] WARN  [] - Can't find service by service instance id from cache, service instance id is: 902, will send a reset command to agent side 2019-08-16 14:32:41,017 - org.apache.skywalking.oap.server.receiver.jvm.provider.handler.JVMSourceDispatcher - 51 [grpc-default-executor-115] WARN  [] - Can't find service by service instance id from cache, service instance id is: 1029 2019-08-16 14:32:41,017 - org.apache.skywalking.oap.server.receiver.jvm.provider.handler.JVMSourceDispatcher - 51 [grpc-default-executor-75] WARN  [] - Can't find service by service instance id from cache, service instance id is: 33 2019-08-16 14:32:41,032 - org.apache.skywalking.oap.server.receiver.jvm.provider.handler.JVMSourceDispatcher - 51 [grpc-default-executor-66] WARN  [] - Can't find service by service instance id from cache, service instance id is: 501 2019-08-16 14:32:41,034 - org.apache.skywalking.oap.server.receiver.jvm.provider.handler.JVMSourceDispatcher - 51 [grpc-default-executor-114] WARN  [] - Can't find service by service instance id from cache, service instance id is: 295 2019-08-16 14:32:41,034 - org.apache.skywalking.oap.server.receiver.jvm.provider.handler.JVMSourceDispatcher - 51 [grpc-default-executor-85] WARN  [] - Can't find service by service instance id from cache, service instance id is: 1149 2019-08-16 14:32:41,035 - org.apache.skywalking.oap.server.core.register.service.ServiceInstanceInventoryRegister - 108 [grpc-default-executor-114] WARN  [] - Service instance 295 heartbeat, but not found in storage. 2019-08-16 14:32:41,036 - org.apache.skywalking.oap.server.receiver.register.provider.handler.v6.grpc.ServiceInstancePingServiceHandler - 68 [grpc-default-executor-114] WARN  [] - Can't find service by service instance id from cache, service instance id is: 295, will send a reset command to agent side","closed","question,","qianglu1989","2019-08-16T06:34:07Z","2019-08-23T03:40:31Z"
"","2767","监控对HttpURLConnection的支持","目前监控对客户端Http的支持如下，HTTPURLConnection还用的比较多，能提供支持吗？  Feign 9.x Netflix Spring Cloud Feign 1.1.x, 1.2.x, 1.3.x Okhttp 3.x Apache httpcomponent HttpClient 4.2, 4.3 Spring RestTemplete 4.x Jetty Client 9 Apache httpcomponent AsyncClient 4.x","closed","question,","xiongshiyan","2019-05-28T02:53:41Z","2019-05-28T02:55:44Z"
"","2686","my project was crashed when using skywalking agent","目前生产环境每秒100并发的请求，但并不是每个服务都会被crash，一些大请求的服务没有被crash，反而一些小请求的服务被crash了  # # A fatal error has been detected by the Java Runtime Environment: # #  SIGSEGV (0xb) at pc=0x00007f19e85e6350, pid=2410, tid=139750430967552 # # JRE version: OpenJDK Runtime Environment (7.0_131) (build 1.7.0_131-mockbuild_2017_02_13_17_01-b00) # Java VM: OpenJDK 64-Bit Server VM (24.131-b00 mixed mode linux-amd64 compressed oops) # Derivative: IcedTea 2.6.9 # Distribution: CentOS Linux release 7.3.1611 (Core) , package rhel-2.6.9.0.el7_3-x86_64 u131-b00 # Problematic frame: # C  0x00007f19e85e6350 # # Failed to write core dump. Core dumps have been disabled. To enable core dumping, try ""ulimit -c unlimited"" before starting Java again # # An error report file with more information is saved as: # /tmp/jvm-2410/hs_error.log Compiled method (nm)  175702  812     n       java.lang.Class::isInstance (native)  total in heap  [0x00007f1a543504d0,0x00007f1a54350860] = 912  relocation     [0x00007f1a543505f0,0x00007f1a54350648] = 88  main code      [0x00007f1a54350660,0x00007f1a54350860] = 512 Compiled method (c2)  175702 2940             java.lang.invoke.LambdaForm$NamedFunction::invoke_L_L (28 bytes)  total in heap  [0x00007f1a5449c7d0,0x00007f1a5449cab8] = 744  relocation     [0x00007f1a5449c8f0,0x00007f1a5449c918] = 40  main code      [0x00007f1a5449c920,0x00007f1a5449c9a0] = 128  stub code      [0x00007f1a5449c9a0,0x00007f1a5449c9d8] = 56  oops           [0x00007f1a5449c9d8,0x00007f1a5449c9e0] = 8  scopes data    [0x00007f1a5449c9e0,0x00007f1a5449ca28] = 72  scopes pcs     [0x00007f1a5449ca28,0x00007f1a5449ca88] = 96  dependencies   [0x00007f1a5449ca88,0x00007f1a5449ca90] = 8  handler table  [0x00007f1a5449ca90,0x00007f1a5449caa8] = 24  nul chk table  [0x00007f1a5449caa8,0x00007f1a5449cab8] = 16","closed","question,","FeiyuCloud","2019-05-16T03:09:14Z","2019-05-25T13:23:27Z"
"","2899","Add https://www.chtwm.com/ to  powered-by page","添加恒天财富投资管理股份有限公司支持信息","closed","documentation,","kayleyang","2019-06-18T09:33:42Z","2019-06-18T11:02:29Z"
"","3044","添加显示到界面上的信息有多个字段怎么处理","日志打印模式能像logback这样（logger.debug(""Processing trade with id: {} and symbol : {} "", id, symbol);）打印出来吗？  或者有其它的没看到的不用多个字符串拼接的方法吗？用ActiveSpan.tag方法用多个字符串拼接会对程序性能有影响，有其它方法吗","closed","wontfix,","wh199609","2019-07-10T11:14:16Z","2019-07-10T11:27:17Z"
"","2832","对mongo的支持","我现在的项目是用springboot2.0.9 最新的boot应该是2.1.x 而2.0.9对应的mongo starter里面的mongo驱动是3.6.4 啥时候能支持呢？或者怎么在本地做升级呢？ 望回复 谢谢","closed","question,","lion000","2019-06-06T07:12:22Z","2019-06-06T07:39:34Z"
"","2611","skywalking是否兼容springCloud gateway","我想用skywalking监控网关，出现了问题。 我的网关用的是springboot+springCloud gateway，添加上探针agent后，skywalking报错如下图。 因为我所有的调用都是通过网关做的转发，所以系统整个链路能有网关的信息，烦请各位老师解答下。  DEBUG 2019-05-07 09:01:59:935 TraceSegmentServiceClient :  6 trace segments have been sent to collector. ERROR 2019-05-07 09:01:59:961 InstMethodsInter :  class[class reactor.netty.http.server.HttpServerOperations] before method[status] intercept failure java.lang.ClassCastException: java.lang.Integer cannot be cast to io.netty.handler.codec.http.HttpResponseStatus         at org.apache.skywalking.apm.plugin.spring.webflux.v5.StatusInterceptor.beforeMethod(StatusInterceptor.java:48)         at org.apache.skywalking.apm.agent.core.plugin.interceptor.enhance.InstMethodsInter.intercept(InstMethodsInter.java:82)         at reactor.netty.http.server.HttpServerOperations.status(HttpServerOperations.java)         at org.springframework.http.server.reactive.ReactorServerHttpResponse.applyStatusCode(ReactorServerHttpResponse.java:80)","closed","question,","gaofeng36599","2019-05-07T01:16:13Z","2019-05-07T01:44:34Z"
"","2685","trace页面刷新报错","官方demo地址http://106.75.237.45:8080/，进入到trace页面，点击浏览器刷新按钮，提示status=401  ![1](https://user-images.githubusercontent.com/16799371/57823378-cc3a1080-77c9-11e9-8f89-81e124323c5e.png)","closed","duplicate,","eare","2019-05-16T03:00:50Z","2019-05-16T03:01:57Z"
"","2626","opentrace能够通过udp送到jaeger，但是如何送到skywalking呢？","如题，opentrace能够通过udp送到jaeger，但是如何送到skywalking呢？  opentrace的trace log如何送到skywalking进行后续的数据分析？","closed","","mypgether","2019-05-07T16:05:15Z","2019-05-07T16:17:23Z"
"","2791","Add lagou.com user case to powered-by.md","增加拉勾的Use case  Please answer these questions before submitting pull request  - Why submit this pull request? - [ ] Bug fix - [ ] New feature provided - [ ] Improve performance  - Related issues  ___ ### Bug fix - Bug description.  - How to fix?  ___ ### New feature or improvement - Describe the details and related test reports.","closed","documentation,","mrproliu","2019-05-31T03:35:43Z","2019-05-31T04:12:50Z"
