"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","616","HDDS-1296. Fix checkstyle issue from Nightly run. Contributed by Xiao…","…yu Yao.","closed","ozone,","xiaoyuyao","2019-03-18T05:18:43Z","2019-03-18T15:38:56Z"
"","159","HDFS-11111. Delete items in .Trash using rm should be forbidden witho…","…ut safety option","open","","LantaoJin","2016-11-11T20:08:17Z","2021-02-09T08:46:48Z"
"","458","YARN-8246 winutils - fix failure to retrieve disk and network perf co…","…unters on localized windows installlation.  PdhAddCounter expects performance counter path to be in the same language than the windows installation. With current code, the calls to PdhAddCounter will fail with error 0xc0000bb8 (PDH_CSTATUS_NO_OBJECT) on non-english windows installation.  The solution is to use PdhAddEnglishCounter function instead https://docs.microsoft.com/en-us/windows/desktop/api/pdh/nf-pdh-pdhaddenglishcounterw  ""This function provides a language-neutral way to add performance counters to the query""","closed","","pgoron","2019-01-07T14:02:39Z","2021-02-13T11:38:10Z"
"","444","YARN-9093. Remove commented code block from the beginning of TestDefa…","…ultContainerExecutor","closed","","vbmudalige","2018-12-12T06:02:58Z","2019-08-02T11:16:20Z"
"","542","HDDS-1204. Fix ClassNotFound issue with javax.xml.bind.DatatypeConver…","…ter used by DefaultProfile. Contributed by Xiaoyu Yao.","closed","ozone,","xiaoyuyao","2019-03-01T18:50:50Z","2019-03-01T20:18:43Z"
"","656","HDDS-1350. Fix checkstyle issue in TestDatanodeStateMachine. Contribu…","…ted by Xiaoyu Yao.","closed","","xiaoyuyao","2019-03-28T18:53:52Z","2019-03-28T21:50:35Z"
"","665","HADOOP-16220. Add findbugs ignores for unjustified issues during upda…","…te to guava to 27.0-jre in hadoop-project","closed","","bgaborg","2019-03-29T16:26:51Z","2019-04-01T04:51:11Z"
"","598","HDDS-1254. Fix failure in TestOzoneManagerHttpServer & TestStorageCon…","…tainerManagerHttpServer. Contributed by Ajay Kumar.","closed","ozone,","ajayydv","2019-03-12T19:31:08Z","2019-03-21T22:28:42Z"
"","410","add non-empty folder when test cannot find HADOOP_CONF_DIR [https://i…","…ssues.apache.org/jira/browse/HDDS-395] - Sree Vaddi  this is to avoid throwing exception that fails cluster from starting.","open","","sreev","2018-09-04T00:36:18Z","2019-08-27T12:23:59Z"
"","683","HDDS-1377. OM failed to start with incorrect hostname set as ip addre…","…ss in CSR.","closed","ozone,","xiaoyuyao","2019-04-03T17:14:32Z","2019-04-03T18:53:51Z"
"","652","HDDS-1346. Remove hard-coded version ozone-0.5.0 from ReadMe of ozone…","…secure-mr docker-compose. Contributed by Xiaoyu Yao.","closed","ozone,","xiaoyuyao","2019-03-28T01:36:34Z","2019-03-28T04:52:37Z"
"","122","HDFS-10753.Method invocation in log can be replaced by variable becau…","…se the variable's toString method contains more info","closed","","albericliu","2016-08-26T08:00:24Z","2019-07-26T11:44:20Z"
"","553","HDDS-1216. Change name of ozoneManager service in docker compose file…","…s to om. Contributed by Ajay Kumar.","closed","ozone,","ajayydv","2019-03-04T21:04:36Z","2019-03-21T22:29:16Z"
"","138","HADOOP-13309: Document S3A known limitations in file ownership and pe…","…rmission model.  Summary: - Update file system specification to describe that object stores may have a different authorization model than HDFS and traditional file systems. - Update hadoop-aws documentation to warn that S3A will return stub information for metadata related to ownership and permissions.  I wrote this information from the assumption that the HADOOP-12774 change gets finished, so that one will have to get committed first. - Also update a few cosmetic things near the part of the hadoop-aws document that I changed.","closed","","cnauroth","2016-10-10T22:55:30Z","2016-11-01T16:44:35Z"
"","62","YARN-4434.NodeManager Disk Checker parameter documentation is not cor…","…rect","closed","","bwtakacy","2015-12-08T08:07:08Z","2015-12-10T05:09:36Z"
