"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","2526","Introduce SHORT_DISPLAY_NAME and LONG_DISPLAY_NAME in @ParameterizedTest","…rizedTest  ## Overview  By default, the display name of ```ParameterizedTest``` is similar to ```RepeatedTest#SHORT_DISPLAY_NAME```. If we want to make display name include ""method name"", we have to write string formate like ``` ""{displayName} - {arguments}""``` for all test cases. It seems to me ```RepeatedTest#LONG_DISPLAY_NAME``` is a good example and it would be better to introduce ```LONG_DISPLAY_NAME``` to ```ParameterizedTest```. The benefit is that junit 5 users can replace aforementioned string format by ""standard"" long display name.  Resolved #2525  ---  I hereby agree to the terms of the [JUnit Contributor License Agreement](https://github.com/junit-team/junit5/blob/002a0052926ddee57cf90580fa49bc37e5a72427/CONTRIBUTING.md#junit-contributor-license-agreement).  ---  ### Definition of Done  - [ ] There are no TODOs left in the code - [ ] Method [preconditions](https://junit.org/junit5/docs/snapshot/api/org.junit.platform.commons/org/junit/platform/commons/util/Preconditions.html) are checked and documented in the method's Javadoc - [ ] [Coding conventions](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#coding-conventions) (e.g. for logging) have been followed - [ ] Change is covered by [automated tests](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#tests) including corner cases, errors, and exception handling - [ ] Public API has [Javadoc](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#javadoc) and [`@API` annotations](https://apiguardian-team.github.io/apiguardian/docs/current/api/org/apiguardian/api/API.html) - [ ] Change is documented in the [User Guide](https://junit.org/junit5/docs/snapshot/user-guide/) and [Release Notes](https://junit.org/junit5/docs/snapshot/user-guide/#release-notes) - [ ] All [continuous integration builds](https://github.com/junit-team/junit5#continuous-integration-builds) pass","closed","theme: parameterized tests,","chia7712","2021-01-13T09:55:08Z","2021-02-11T11:31:49Z"
"","2363","Update Asciidoctor instructions","…f the user guide  ## Overview  Hello! I was taking a look at this issue: https://github.com/junit-team/junit5/issues/2315 and I was trying to generate the pdf  version of the user guide. I had to look around a bit and noticed that the readme was missing information on generating the pdf  report. I am actually tacking the issue #2315 now but thought that it would be good to update the readme. Also some outdated stuff ---  I hereby agree to the terms of the [JUnit Contributor License Agreement](https://github.com/junit-team/junit5/blob/002a0052926ddee57cf90580fa49bc37e5a72427/CONTRIBUTING.md#junit-contributor-license-agreement).  ---  ### Definition of Done  - [ ] There are no TODOs left in the code - [ ] Method [preconditions](https://junit.org/junit5/docs/snapshot/api/org.junit.platform.commons/org/junit/platform/commons/util/Preconditions.html) are checked and documented in the method's Javadoc - [ ] [Coding conventions](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#coding-conventions) (e.g. for logging) have been followed - [ ] Change is covered by [automated tests](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#tests) including corner cases, errors, and exception handling - [ ] Public API has [Javadoc](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#javadoc) and [`@API` annotations](https://apiguardian-team.github.io/apiguardian/docs/current/api/org/apiguardian/api/API.html) - [ ] Change is documented in the [User Guide](https://junit.org/junit5/docs/snapshot/user-guide/) and [Release Notes](https://junit.org/junit5/docs/snapshot/user-guide/#release-notes) - [ ] All [continuous integration builds](https://github.com/junit-team/junit5#continuous-integration-builds) pass","closed","","halitanildonmez","2020-07-25T20:29:26Z","2020-07-26T15:04:49Z"
"","2696","Golden File Testing","Would be nice to make JUnit able to support **Golden File Testing**.   Golden File Testing is an excellent approach for testing huge output files, API responses... It's useful when, apart from testing all the logic of your program (this is done by unit testing itself), furthermore you also want to know that what you are outputting and giving to a client, downstream, whatever... it's fine and contains what it should. Maybe in that impasse of writing the data into a file, something is not working properly.  I thought that maybe it can be done by adding an optional when calling to JUnit like --accept in order to write the result of the test to the golden file and, when that option isn't set, execute normal golden test behavior.   I thought also about different solutions like doing a library apart from JUnit and then use the approach inside unit tests. But there's always the dependency with JUnit due to the acceptance parameter when we want the test to write into the golden file. For example, if this done through an annotation in each TestCase class, every time you want to accept the output and write it to the golden files, you will have to change each TestClass... And that is a bit painful if you have a huge project with a lot of test cases.  Some links about Golden File Testing: https://ro-che.info/articles/2017-12-04-golden-tests https://medium.com/@jarifibrahim/golden-files-why-you-should-use-them-47087ec994bf https://ieftimov.com/post/testing-in-go-golden-files/","closed","status: new,","quimpm","2021-08-20T08:43:00Z","2021-08-20T14:33:27Z"
"","2460","Reduce memory footprint","With these changes I was able to go from ~57160 to ~125205 dynamic tests with a `-Xmx64m` and the sample project provided by @ben-manes in #2450 without compromising any functionality.  ---  I hereby agree to the terms of the [JUnit Contributor License Agreement](https://github.com/junit-team/junit5/blob/002a0052926ddee57cf90580fa49bc37e5a72427/CONTRIBUTING.md#junit-contributor-license-agreement).  ---  ### Definition of Done  - [ ] There are no TODOs left in the code - [ ] Method [preconditions](https://junit.org/junit5/docs/snapshot/api/org.junit.platform.commons/org/junit/platform/commons/util/Preconditions.html) are checked and documented in the method's Javadoc - [ ] [Coding conventions](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#coding-conventions) (e.g. for logging) have been followed - [ ] Change is covered by [automated tests](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#tests) including corner cases, errors, and exception handling - [ ] Public API has [Javadoc](https://github.com/junit-team/junit5/blob/HEAD/CONTRIBUTING.md#javadoc) and [`@API` annotations](https://apiguardian-team.github.io/apiguardian/docs/current/api/org/apiguardian/api/API.html) - [ ] Change is documented in the [User Guide](https://junit.org/junit5/docs/snapshot/user-guide/) and [Release Notes](https://junit.org/junit5/docs/snapshot/user-guide/#release-notes) - [ ] All [continuous integration builds](https://github.com/junit-team/junit5#continuous-integration-builds) pass","closed","","marcphilipp","2020-10-24T15:59:20Z","2021-01-08T19:49:26Z"
"","2334","Rename Alphanumeric Orderer to MethodName","With the introduction of `DisplayName` orderer in https://github.com/junit-team/junit5/commit/6fee44dc95b1cf49d85166d93a861ce0a9483d68, the name of the `Alphanumeric` orderer becomes ambiguous ie ""Alphanumeric of what?"". I believe then that `MethodName` would be a better name for that orderer. It is unambiguous, it clearly states what it is using for ordering the tests and it is consistent with the new orderer `DisplayName`.   ## Deliverables I guess since this has been published we would need to deprecate it add the renamed one as a delegator?  If it sounds good and the exact process of changing is clear or decided(deprecation? straight rename?) I would be happy to submit a PR for this.","closed","component: Jupiter,","gaganis","2020-06-20T20:50:42Z","2020-07-13T15:32:38Z"
"","2720","Deprecate `@UseTechnicalNames`","With the deprecation of the JUnitPlatform runner in favor of `@Suite` support (https://github.com/junit-team/junit5/commit/8ac3dfbc5fbef433a98684a4ca958fad91c1f0f4) `UseTechnicalNames` should also be deprecated.  In brief using `@UseTechnicalNames` would instruct the JUnitPlatform runner to use class and/or method names in JUnit4 test descriptions [using the information contained in the Junit5 TestIndentifiers](https://github.com/junit-team/junit5/blob/43638eb6a870e0d6c49224053dfeb39dcf0ef33f/junit-platform-runner/src/main/java/org/junit/platform/runner/JUnitPlatformTestTree.java#L111-L130).  Reasons for deprecation:  1. I do not see a usecase where other implementations that use the `junit-platform-suite-api` would benefit from UseTechnicalNames. 2. UseTechnicalNames is specific to to the Junit Platform runner and should not have been included in the suite-api. 3. The JUnit Platform Suite Engine provides `TestIndentifiers` as part of the JUnit Platform. Users of the JUnit Platform can reconstruct the technical names in the same way the JUnitPlatform runner did.","closed","theme: suites,","mpkorstanje","2021-09-16T16:24:30Z","2021-09-19T16:22:19Z"
"","2134","Ability to add @tags during runtime","With reference to this thread, https://github.com/junit-team/junit5-samples/issues/118#event-2883368068   It would be nice to have the ability to add tags during runtime (especially for Data-Driven Testing).   Use Case:  1. We are using different test data for a test case. We want to group all the positive test data as a smoke suite and add negative test data to the Regression suite.   Model Test Data:  ` {     ""testName"": ""Sample 1"",     ""tag"":""smoke"",     ""testData"":""TD""    },  {     ""testName"": ""Sample 2"",     ""tag"":""Regression"",     ""testData"":""TD12""    }`  Let me know if this is feasible!","closed","status: stale,","BChitrakannan","2019-12-18T09:28:00Z","2021-11-27T12:55:15Z"
"","2747","JUnit 5.8.0 tests does not get executed with spring boot 2.5.5","With JUnit 5.8.0, dependency test cases are not getting executed with Spring Boot 2.5.5. Test cases works well with previous version 5.7.2   ## Steps to reproduce  Below is the POM.xml   ```xml   	4.0.0 	 		org.springframework.boot 		spring-boot-starter-parent 		2.5.5 		  	 	com.example 	springboot-demo 	0.0.1-SNAPSHOT 	springboot-demo 	Demo project for Spring Boot 	 		11 	 	 		 			org.springframework.boot 			spring-boot-starter-web 		  		 			org.springframework.boot 			spring-boot-starter-test 			test 		 		 		 		    org.assertj 		    assertj-core 		    3.21.0 		    test 		 		 		 		    org.mockito 		    mockito-junit-jupiter 		    3.12.4 		    test 		 		 		 		    org.junit.jupiter 		    junit-jupiter-api 		    5.8.0 		  		 		 		    org.junit.jupiter 		    junit-jupiter-engine 		    5.8.0 		 		 		 		    junit 		    junit 		    4.13.2 		    test 		 		-->  	  	 		 			 				org.springframework.boot 				spring-boot-maven-plugin 			 		 	  ```  ## Context   - Used versions (Jupiter/Vintage/Platform):  - Build Tool/IDE: Maven, Eclipse IDE   ## Maven Output  ### Result with JUnit 5.8.0 dependency   ``` [INFO] ------------------------------------------------------- [INFO]  T E S T S [INFO] ------------------------------------------------------- [INFO]  [INFO] Results: [INFO]  [INFO] Tests run: 0, Failures: 0, Errors: 0, Skipped: 0 [INFO]  [INFO]  [INFO] --- maven-jar-plugin:3.2.0:jar (default-jar) @ springboot-demo --- [INFO] Building jar: /Users/vinodkumar/Downloads/springboot-demo/target/springboot-demo-0.0.1-SNAPSHOT.jar [INFO]  ```  ### Results with JUnit 5.7.2 dependency   ``` [INFO] ------------------------------------------------------- [INFO]  T E S T S [INFO] ------------------------------------------------------- [INFO] Running com.example.springbootdemo.SpringbootDemoApplicationTest [INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.03 s - in com.example.springbootdemo.SpringbootDemoApplicationTest [INFO]  [INFO] Results: [INFO]  [INFO] Tests run: 2, Failures: 0, Errors: 0, Skipped: 0 [INFO]  [INFO]  [INFO] --- maven-jar-plugin:3.2.0:jar (default-jar) @ springboot-demo --- [INFO] Building jar: /Users/vinodkumar/Downloads/springboot-demo/target/springboot-demo-0.0.1-SNAPSHOT.jar ```","closed","status: invalid,","vinodrkumars","2021-10-16T12:24:27Z","2021-10-17T10:17:58Z"
"","2830","Provide and document a way to execute tests conditionally for native images","With [Native Build Tools](https://github.com/graalvm/native-build-tools) supporting JUnit 5 testing of native images, there are more and more requests for being able to run or skip tests if running as native image or the other way around. Conceptually that seems close (but not equivalent) to existing [Java runtime environment conditions](https://junit.org/junit5/docs/current/user-guide/#writing-tests-conditional-execution-jre).  In term of implementation, GraalVM `native-image` provides a simple and standardized way to check if the code is running or being compiled as a native image via the [`org.graalvm.nativeimage.imagecode` system property](https://github.com/oracle/graal/blob/master/sdk/src/org.graalvm.nativeimage/src/org/graalvm/nativeimage/ImageInfo.java). You can see [Spring Framework's `NativeDetector`](https://github.com/spring-projects/spring-framework/blob/main/spring-core/src/main/java/org/springframework/core/NativeDetector.java) for a concrete example and stable usage.  So I am wondering if such support could be provided by dedicated annotations like `@EnabledOnNative` and `@DisabledOnNative`.   If not possible, the more verbose `@EnabledIfSystemProperty(named = ""org.graalvm.nativeimage.imagecode"")` and `@DisabledIfSystemProperty(named = ""org.graalvm.nativeimage.imagecode"")` annotations could potentially be an option. If this is the way to support that use case, that could perhaps be documented in https://junit.org/junit5/docs/current/user-guide/#writing-tests-conditional-execution.  This is a common use case and the system property alternative seems too verbose and not discoverable enough to me, so my preference is for `@EnabledOnNative` and `@DisabledOnNative`.","open","status: new,","sdeleuze","2022-02-15T17:32:11Z","2022-02-16T11:42:18Z"
"","2075","Fix using enforcedPlatform(""org.junit:junit-bom:5.6.0-M1"")","With 5.6.0-M1, using `enforcedPlatform(""org.junit:junit-bom:5.6.0-M1"")` in a project fails:  https://github.com/junit-team/junit5-samples/blob/master/junit5-multiple-engines/build.gradle.kts#L25  https://scans.gradle.com/s/ckk3szwlpvgvw  ## Deliverables  - [x] Check that `enforcedPlatform` works with 5.6.0-RC1","closed","theme: build,","marcphilipp","2019-10-21T20:00:11Z","2020-01-18T17:51:19Z"
