"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","800","Update M5 release notes to reflect changes in `junitPlatformTest` tas…","…k in Gradle plugin  issue: https://github.com/junit-team/junit5/issues/708  ## Overview  This is to close out on the additional items required in https://github.com/junit-team/junit5/pull/751  ---  I hereby agree to the terms of the JUnit Contributor License Agreement.  ---  ### Definition of Done  - [x] There are no TODOs left in the code - [x] Method [preconditions](http://junit.org/junit5/docs/snapshot/api/org/junit/platform/commons/util/Preconditions.html) are checked and documented in the method's Javadoc - [x] [Coding conventions](https://github.com/junit-team/junit5/blob/master/CONTRIBUTING.md#coding-conventions) (e.g. for logging) have been followed - [x] Change is covered by [automated tests](https://github.com/junit-team/junit5/blob/master/CONTRIBUTING.md#tests) - [x] Public API has [Javadoc](https://github.com/junit-team/junit5/blob/master/CONTRIBUTING.md#javadoc) and [`@API` annotations](http://junit.org/junit5/docs/snapshot/api/org/junit/platform/commons/meta/API.html) - [x] Change is documented in the [User Guide](http://junit.org/junit5/docs/snapshot/user-guide/) and [Release Notes](http://junit.org/junit5/docs/snapshot/user-guide/#release-notes) - [x] All [continuous integration builds](https://github.com/junit-team/junit5#continuous-integration-builds) pass","closed","component: Platform,","mkobit","2017-04-21T14:52:58Z","2017-04-28T13:35:27Z"
"","163","Are @BeforeEach/All the most unambiguous names?","Yesterday, at Objektforum, @jlink invited us to bike-shed so here we go. :)  I think `@BeforeAll` and `@BeforeEach` are somewhat ambiguous. While [grammar](http://www.grammar.cl/english/all-every-each.htm) is on your side, the difference in detail might be overlooked by many developers, the vast majority of which speak English as a second language.  This might be aggravated when only one of the annotations is used. Without the juxtaposition ""all vs each"" a developer might have to look up when the annotation triggers the method's execution or, worse, assume the wrong interpretation.  My proposal is `@BeforeFirst`,`@BeforeEach` (and `@AfterEach`, `@AfterLast`). I generally like them but I see the drawback that they start talking about order, which JUnit eschews on purpose and with success.","closed","","nipafx","2016-02-23T05:40:33Z","2019-07-19T19:33:03Z"
"","51","Tests for gradle plugin","Write at least one test to apply the gradle-plugin so that the most stupid mistakes don't break the build.","closed","","jlink","2015-12-05T06:33:13Z","2016-02-04T15:22:31Z"
"","607","Introduce mechanism for inter-test dependencies","would be nice to have _some_ way of specifying inter-test dependencies. this could be between different methods within the same class or between classes.  such a feature is very useful in large codebases with hundreds or thousands of tests. if something really basic breaks it could cause dozens of test classes to fail, and then tracking down the root cause depends on the developer choosing which test to debug - if you pick a complicated one it'll take a while.  with such a feature you could have all the higher-level tests depend on the basic tests so that such a failure will who up 1st on tests reports causing execution to skip the higher-level tests - saving on time and noise.   ## Related Issues  - #13  - #48","open","theme: discovery,","radai-rosenblatt","2016-12-19T18:11:05Z","2022-07-03T01:09:18Z"
"","172","TestIdentifier.isDisplayNameSet()","Would be cool to have testIdentifier.isDisplayNameSet(). The background:  user may setup display name and default names are provided by the TestDescription by method/class names. Say we want to run all tests in the package, we don't want to repeat fully qualified class names when package already contains this name. In junit 4, IDE could just check startsWith on strings but now that could lead to strange results.","closed","status: duplicate,","akozlova","2016-03-08T13:57:44Z","2016-05-23T10:46:28Z"
"","50","Enable ConsoleRunner to add additional entries to classpath","Work has started on this in #37 (37ba9a2c3b8d3b1229073b7cb9fd714d3bb14e40).","closed","","marcphilipp","2015-12-04T14:32:12Z","2015-12-04T21:17:46Z"
"","862","Provide informative error message if parameterized test name pattern is invalid","Without this change an invalid test name pattern results in an error message that does not immediately point to the problem.  Before:  ``` java.lang.IllegalArgumentException: Unmatched braces in the pattern.  	at java.text.MessageFormat.applyPattern(MessageFormat.java:508) 	at java.text.MessageFormat.(MessageFormat.java:362) 	at java.text.MessageFormat.format(MessageFormat.java:840) 	at org.junit.jupiter.params.ParameterizedTestNameFormatter.format(ParameterizedTestNameFormatter.java:39) 	at org.junit.jupiter.params.ParameterizedTestInvocationContext.getDisplayName(ParameterizedTestInvocationContext.java:35) 	at org.junit.jupiter.engine.descriptor.TestTemplateInvocationTestDescriptor.(TestTemplateInvocationTestDescriptor.java:39) 	at org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.createInvocationTestDescriptor(TestTemplateTestDescriptor.java:117) 	at org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.lambda$execute$1(TestTemplateTestDescriptor.java:92) ```  After:  ``` org.junit.platform.commons.JUnitException: The naming pattern defined for the parameterized tests is invalid: Unmatched braces in the pattern.  	at org.junit.jupiter.params.ParameterizedTestNameFormatter.format(ParameterizedTestNameFormatter.java:54) 	at org.junit.jupiter.params.ParameterizedTestInvocationContext.getDisplayName(ParameterizedTestInvocationContext.java:35) 	at org.junit.jupiter.engine.descriptor.TestTemplateInvocationTestDescriptor.(TestTemplateInvocationTestDescriptor.java:39) 	at org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.createInvocationTestDescriptor(TestTemplateTestDescriptor.java:112) 	at org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.lambda$execute$1(TestTemplateTestDescriptor.java:87) 	... more Caused by: java.lang.IllegalArgumentException: Unmatched braces in the pattern. 	at java.text.MessageFormat.applyPattern(MessageFormat.java:508) 	at java.text.MessageFormat.(MessageFormat.java:362) 	at java.text.MessageFormat.format(MessageFormat.java:840) 	at org.junit.jupiter.params.ParameterizedTestNameFormatter.format(ParameterizedTestNameFormatter.java:50) 	... 79 more ```  Closes #861.  ---  I hereby agree to the terms of the JUnit Contributor License Agreement.  ---  ### Definition of Done  - [x] There are no TODOs left in the code - [x] Method [preconditions](http://junit.org/junit5/docs/snapshot/api/org/junit/platform/commons/util/Preconditions.html) are checked and documented in the method's Javadoc - [x] [Coding conventions](https://github.com/junit-team/junit5/blob/master/CONTRIBUTING.md#coding-conventions) (e.g. for logging) have been followed - [x] Change is covered by [automated tests](https://github.com/junit-team/junit5/blob/master/CONTRIBUTING.md#tests) - [x] Public API has [Javadoc](https://github.com/junit-team/junit5/blob/master/CONTRIBUTING.md#javadoc) and [`@API` annotations](http://junit.org/junit5/docs/snapshot/api/org/junit/platform/commons/meta/API.html) - [x] Change is documented in the [User Guide](http://junit.org/junit5/docs/snapshot/user-guide/) and [Release Notes](http://junit.org/junit5/docs/snapshot/user-guide/#release-notes) - [x] All [continuous integration builds](https://github.com/junit-team/junit5#continuous-integration-builds) pass","closed","","nipafx","2017-05-23T14:13:21Z","2020-09-08T18:29:38Z"
"","536","Add assertion methods to handle iterators and streams","With the merging of https://github.com/junit-team/junit5/pull/294 into master, I think it's a good time now to discuss whether deep equality assertion methods for iterators and streams, like `assert(Iterator|Stream)Equals`, should be introduced.  In my opinion, since `assertIterableEquals` exists now, it would be a silly oversight to not have support for the other two enumera(ble|tor) concepts as well.  I also think that a number of users would expect such assertion methods to exist, as `@TestFactory` methods currently support returning `Iterable`s, `Iterator`s and `Stream`s of `DynamicTest`s.  What does everyone think of this?","closed","","jbduncan","2016-10-05T16:51:23Z","2016-11-01T15:48:50Z"
"","420","Support all container events in TestExecutionSummary","With the below code I get the following output:  ``` Test run finished after 35 ms [         7 tests found      ] [         0 tests skipped    ] [         3 tests started    ] [         0 tests aborted    ] [         3 tests successful ] [         0 tests failed     ] [         1 containers failed] ```  But now I don't know how many containers were found/skipped/started/aborted/successful and my number of tests found is higher than expected. I'd like to get output like this:  ``` Test run finished after 31 ms [         3 tests found          ] [         0 tests skipped        ] [         3 tests started        ] [         0 tests aborted        ] [         3 tests successful     ] [         0 tests failed         ] [         4 containers found     ] [         1 containers skipped   ] [         3 containers started   ] [         1 containers aborted   ] [         1 containers successful] [         1 containers failed    ] ```  ---  ``` java package demo;  import org.junit.jupiter.api.Test; import org.junit.platform.engine.*; import org.junit.platform.engine.support.descriptor.AbstractTestDescriptor; import org.junit.platform.engine.support.descriptor.EngineDescriptor;  public class DemoTestEngine implements TestEngine {      private UniqueId rootUniqueId;      @Override     public String getId() {         return ""demo"";     }      @Override     public TestDescriptor discover(EngineDiscoveryRequest discoveryRequest, UniqueId uniqueId) {         EngineDescriptor engineDescriptor = new EngineDescriptor(uniqueId, ""demo"");         RootTestDescriptor root = new RootTestDescriptor(uniqueId.append(""root"", ""0""), ""root #0"");         engineDescriptor.addChild(root);         rootUniqueId = root.getUniqueId();         return engineDescriptor;     }      @Override     public void execute(ExecutionRequest request) {         EngineExecutionListener engineExecutionListener = request.getEngineExecutionListener();         TestDescriptor engineDescriptor = request.getRootTestDescriptor();          engineExecutionListener.executionStarted(engineDescriptor);          TestDescriptor root = engineDescriptor.findByUniqueId(rootUniqueId).get();          engineExecutionListener.executionStarted(root);          TestDescriptor container = new ContainerTestDescriptor(rootUniqueId.append(""container"", ""1""), ""container #1"");         root.addChild(container);          engineExecutionListener.dynamicTestRegistered(container);         engineExecutionListener.executionStarted(container);          UniqueId containerUid = container.getUniqueId();          TestDescriptor dynamicTest1 = new TestTestDescriptor(containerUid.append(""test"", ""1""), ""dynamic test #1"");         container.addChild(dynamicTest1);         engineExecutionListener.dynamicTestRegistered(dynamicTest1);         engineExecutionListener.executionStarted(dynamicTest1);         engineExecutionListener.executionFinished(dynamicTest1, TestExecutionResult.successful());          TestDescriptor dynamicTest2 = new TestTestDescriptor(containerUid.append(""test"", ""2""), ""dynamic test #2"");         container.addChild(dynamicTest2);         engineExecutionListener.dynamicTestRegistered(dynamicTest2);         engineExecutionListener.executionStarted(dynamicTest2);         engineExecutionListener.executionFinished(dynamicTest2, TestExecutionResult.successful());          TestDescriptor subcontainer = new ContainerTestDescriptor(containerUid.append(""container"", ""2""), ""container #2"");         container.addChild(subcontainer);         engineExecutionListener.dynamicTestRegistered(subcontainer);         engineExecutionListener.executionStarted(subcontainer);          UniqueId subcontainerUid = subcontainer.getUniqueId();          TestDescriptor dynamicTest3 = new TestTestDescriptor(subcontainerUid.append(""test"", ""3""), ""dynamic test #3"");         subcontainer.addChild(dynamicTest3);         engineExecutionListener.dynamicTestRegistered(dynamicTest3);         engineExecutionListener.executionStarted(dynamicTest3);         engineExecutionListener.executionFinished(dynamicTest3, TestExecutionResult.successful());          TestDescriptor skippedSubcontainer = new ContainerTestDescriptor(containerUid.append(""container"", ""3""), ""container #3"");         container.addChild(skippedSubcontainer);         engineExecutionListener.dynamicTestRegistered(skippedSubcontainer);         engineExecutionListener.executionSkipped(skippedSubcontainer, ""reason"");          TestDescriptor abortedSubcontainer = new ContainerTestDescriptor(containerUid.append(""container"", ""4""), ""container #4"");         container.addChild(abortedSubcontainer);         engineExecutionListener.dynamicTestRegistered(abortedSubcontainer);         engineExecutionListener.executionStarted(abortedSubcontainer);         engineExecutionListener.executionFinished(abortedSubcontainer, TestExecutionResult.aborted(new IllegalStateException(""message"")));          engineExecutionListener.executionFinished(subcontainer, TestExecutionResult.failed(new IllegalStateException(""sad"")));          engineExecutionListener.executionFinished(container, TestExecutionResult.successful());          engineExecutionListener.executionFinished(root, TestExecutionResult.successful());          engineExecutionListener.executionFinished(engineDescriptor, TestExecutionResult.successful());     }      static class RootTestDescriptor extends AbstractTestDescriptor {         RootTestDescriptor(UniqueId uniqueId, String displayName) {             super(uniqueId, displayName);         }          @Override         public boolean isContainer() {             return true;         }          @Override         public boolean isTest() {             return false;         }          @Override         public boolean hasTests() {             return true;         }     }      static class ContainerTestDescriptor extends AbstractTestDescriptor {         ContainerTestDescriptor(UniqueId uniqueId, String displayName) {             super(uniqueId, displayName);         }          @Override         public boolean isContainer() {             return true;         }          @Override         public boolean isTest() {             return false;         }     }      static class TestTestDescriptor extends AbstractTestDescriptor {         TestTestDescriptor(UniqueId uniqueId, String displayName) {             super(uniqueId, displayName);         }          @Override         public boolean isContainer() {             return false;         }          @Override         public boolean isTest() {             return true;         }     } } ```","closed","component: Platform,","mfulton26","2016-07-22T14:19:06Z","2016-11-30T08:56:20Z"
"","827","Android plugin: PreconditionViolationException: Cannot create Launcher without at least one TestEngine;","With Junit 5.0.0-M3 and Android Gradle Plugin 2.4.0-alpha7 I get this error when running tests from gradle CLI.  It works fine with Android Gradle Plugin 2.3.1  ``` org.junit.platform.commons.util.PreconditionViolationException: Cannot create Launcher without at least one TestEngine; consider adding an engine implementation JAR to the classpath         at org.junit.platform.commons.util.Preconditions.condition(Preconditions.java:207)         at org.junit.platform.launcher.core.DefaultLauncher.(DefaultLauncher.java:52)         at org.junit.platform.launcher.core.LauncherFactory.create(LauncherFactory.java:42)         at org.junit.platform.console.tasks.ExecuteTestsTask.executeTests(ExecuteTestsTask.java:58)         at org.junit.platform.console.tasks.ExecuteTestsTask.lambda$execute$0(ExecuteTestsTask.java:54)         at org.junit.platform.console.tasks.CustomContextClassLoaderExecutor.invoke(CustomContextClassLoaderExecutor.java:33)         at org.junit.platform.console.tasks.ExecuteTestsTask.execute(ExecuteTestsTask.java:54)         at org.junit.platform.console.tasks.ConsoleTaskExecutor.executeTask(ConsoleTaskExecutor.java:38)         at org.junit.platform.console.ConsoleLauncher.execute(ConsoleLauncher.java:54)         at org.junit.platform.console.ConsoleLauncher.main(ConsoleLauncher.java:39) ```","closed","","yogurtearl","2017-05-01T20:14:37Z","2018-03-16T14:24:35Z"
