"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","227","Adding a sub-module to support Guice","You simply need to add a bundle during the initialize phase and you are ready to go.  ```     bootstrap.addBundle(new GuiceBundle() {         @Override         protected Collection configureModules(                 HelloWorldConfiguration configuration) {             return Lists.newArrayList(new HelloWorldModule(configuration));         }     }); ```","closed","","eliast","2012-11-30T01:57:07Z","2014-07-02T20:18:23Z"
"","248","Split out json package into separate module","Would you be interested in splitting out the ""json"" package currently residing in dropwizard-core into a separate dropwizard-json module?  Per the Dropwizard recommended package structure, I'm creating separate ""helloworld-api"", ""helloworld-client"" and ""helloworld-service"" modules.  In the api module, I'm using the JsonSnakeCase annotation which requires me to specify dropwizard-core as a maven dependency when all I'm really using in this case is the json package.  In my client module, I'm relying on the api module for my JSON structures.  The client module doesn't necessarily need the entire core of Dropwizard as its just an HTTP client that needs to know the JSON structures.  I can submit a pull request for this, but I wanted to check with you first.  Thanks a lot.","closed","","jplock","2013-01-18T17:28:50Z","2013-01-18T19:31:03Z"
"","45","Add JDBI and an embedded db to the dropwizard example","Would be cool to have JDBI and SQL in the example project.  I would be happy to push the changes using an embedded H2 database if you like.","closed","documentation,","wolfeidau","2012-03-07T08:00:14Z","2012-03-12T04:40:07Z"
"","61","Replaces Logula dependency with Log wrapper trait.","While Logula works well enough, it doesn't integrate with Dropwizards' logging (e.g. it's configuration). This especially stands out in mixed Scala/Java projects.  Since Dropwizards' logging does nearly everything Logula does for us, lets use that and provide a simple Logging implementation to make it available via mix-in composition.  Note: adds new findbugs exclusion because the trait generates an inner-class name that disagrees with findbugs.","closed","","nicktelford","2012-03-21T12:51:46Z","2014-07-09T20:03:50Z"
"","119","Add jersey-test-framework-core to POM","While jersey-test-framework-inmemory seems to depend on jersey-test-framework-core Gradle (and probably some other build tools) doesn't add it to the list of dependencies. The dependency list on http://mvnrepository.com/artifact/com.sun.jersey.jersey-test-framework/jersey-test-framework-inmemory/1.12 also doesn't list jersey-test-framework-core.  This problem can easily be fixed by adding the dependency on jersey-test-framework-core to dropwizard-testing's POM file.","closed","","joschi","2012-06-28T10:59:27Z","2014-07-09T19:34:01Z"
"","246","Make logging work properly when using Scala","When using the dropwizard logging trait with scala, I pretty much immediately encounter this:  ``` ambiguous reference to overloaded definition, both method warn in trait Logger of type (x$1: java.lang.String, x$2: Any, x$3: Any)Unit and  method warn in trait Logger of type (x$1: java.lang.String, x$2: [java.lang.Object])Unit match argument types (java.lang.String,String,String) [ERROR]             logger.warn(""Foo {}: {}"", bar, baz) ```  See https://groups.google.com/forum/?fromgroups=#!topic/scala-language/ms4IVIu-xGw for a discussion of this problem.  A simple fix would be to have a Logging trait for scala that wraps the slf4j methods like so:  ```     def info(msg: String, params: Any*) {       logger.info(msg, params.map(_.asInstanceOf[Object]).toArray)     } ```  Alternatively, the scala module could use https://github.com/weiglewilczek/slf4s/ or http://software.clapper.org/grizzled-slf4j/.","closed","","tomdz","2013-01-17T20:46:29Z","2013-02-03T17:16:00Z"
"","311","HTML resources not served (404) in Fat Jar created via OneJar","When using Spring with Dropwizard, it is not possible to use the regular Maven Shade plugin for fat jars, one has to use One Jar because Spring libs do not support being embedded in a different JAR:  The app works great in OneJar but all HTML resources are not found (you get a 404). My colleague Tommy Schmal has dug into this and found a possible cause:  https://groups.google.com/forum/#!searchin/dropwizard-user/onejar/dropwizard-user/MSp3RjtJy1o/RKjve1YKLYoJ  I have created a full-blown sample to reproduce this:  https://github.com/jacek99/dropwizard-spring-di-security-onejar-example  Do    gradle run  and open the browser at http://localhost:8080/ You should see a webpage with an image.  Now do    gradle runOneJar  and do the same thing. You will get a 404 instead. This issue is currently blocking us from deploying any HTML5 UI frontends with our Dropwizard backends.","closed","bug,","jacek99","2013-04-24T16:00:35Z","2014-11-19T21:21:26Z"
"","353","Add %app and %pid patterns for syslog appenders.","When present (including by default) the tokens `%app` and `%pid` will be replaced with the name of the Dropwizard application and PID of the process respectively.  This is in line with the convention for many Linux processes to prefix their log messages with: ""ApplicationName[PID]: "".  The PID can only be determined automatically for some UNIX JVMs (including HotSpot). For others, it will be omitted entirely.","closed","","nicktelford","2013-06-18T14:38:02Z","2014-07-09T17:32:40Z"
"","281","JSON body in POST method","When i try to post the json {""id"":1,""content"":""exp""} for the /hello-world i get 415 unsupported media type. Can you please help me resolve this.  Thanks in advance.","closed","","vivekvenkatachari","2013-03-11T03:22:40Z","2013-03-11T04:05:23Z"
"","255","adminPort doesn't listen on bindHost","When I have a different port and adminPort specified, the port will bind to bindHost, but adminPort still binds to all addresses.  The problem seems to be in ServerFactory.java.  The createInternalConnector() does not set the host on the SocketConnector.","closed","","JonMR","2013-02-01T20:15:04Z","2014-07-09T18:37:53Z"
"","340","Allow permissive deserialization of all enums","When deserializing enum types, we should allow: - Whitespace in the value, which should be stripped out for parsing. - Lower-case characters, which should be converted to upper-case.  This makes using enum type in Configuration files more permissive and less confusing.","closed","","nicktelford","2013-05-31T18:16:33Z","2014-06-25T15:24:07Z"
"","499","Multiple AssetsBundle","When defining multiple asset bundles, only the last one is working.  ``` @Override public void initialize(Bootstrap bootstrap) {     bootstrap.addBundle(new AssetsBundle(""/assets/css"", ""/css""));     bootstrap.addBundle(new AssetsBundle(""/assets/fonts"", ""/fonts""));     bootstrap.addBundle(new AssetsBundle(""/assets/js"", ""/js""));      bootstrap.addBundle(new ViewBundle()); } ```  In this case, only `/js` is accessible.  A simple workaround is to give a different assetsName in the AssetsBundle constructor.   ``` @Override public void initialize(Bootstrap bootstrap) {     bootstrap.addBundle(new AssetsBundle(""/assets/css"", ""/css"", null, ""css""));     bootstrap.addBundle(new AssetsBundle(""/assets/js"", ""/js"", null, ""js""));     bootstrap.addBundle(new AssetsBundle(""/assets/fonts"", ""/fonts"", null, ""fonts""));      bootstrap.addBundle(new ViewBundle()); } ```  Dropwizard should take care of this by default ... Or at least display a warning message at init time.","closed","","Toilal","2014-03-19T08:11:32Z","2014-10-02T04:03:44Z"
