"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1235","Fix issue with validation message caching when a field has more than …","…one constraint  Some hibernate validator constraints (@Min, and @Max come to mind) accept nulls as valid. This motivates you to slap @NotNull on the parameter in addition to @Min (or whatever). The Path -> validation message caching that goes on in ConstraintMessage.java generates bogus messages in these cases - with the right call pattern, you can pass in a non-null-but-still-invalid value and be told ""query param foo may not be null.""  This should fix it. I didn't quite follow the returnValueName-related stuff, but I believe I kept the behavior intact.","closed","","nagl-temporal","2015-08-26T00:17:15Z","2015-08-27T17:16:35Z"
"","1137","Bugfix for: Ensuring that JerseyRequest scoped ClientConfig gets prop…","…agated to HttpUriRequest #939  The change makes the config changes introduced via `Invocation.Builder#property(propertyName, propertyValue)` effective. We want to use this pattern because it is truely request creation scoped. In contrast the current implementation is only effective if config changes are being introduced via `WebTarget#property(propertyName, propertyValue)` which unfortunatly creates a new copy of copy of `org.glassfish.jersey.client.ClientRuntime` which effectively makes it innefective for implementing dynamic configuration (we saw OutOfMemmory errors due to that).  Original change can be founde here: https://github.com/dropwizard/dropwizard/pull/939","closed","","velocipedist","2015-06-26T13:17:07Z","2015-07-01T18:13:08Z"
"","1498","Fix handling multiple headers with the same name","~~As a simple fix, an immutable, single-element list (`Collections.singletonList`) has been wrapped in a mutable one, so it can be extended (if there will be anymore headers with the same name).~~  In this case `Lists.newArrayList` was used to create a mutable `List`, so it can be extended in case of multiple headers with the same name, i.e. `Set-Cookie`.  Fixes #1494","closed","improvement,","patrox","2016-03-29T18:42:39Z","2016-03-31T08:56:36Z"
"","1073","Update an example of using query parameters","~~\* Use a POST, rather then GET, because GET requests should return some values, no 204 return code~~ ~~\* Change name of the parameter to from `date` to `value`~~ - Use `Optional` to handle an omitted parameter - Return a passed date, so Jersey doesn't warn us about 204 error","closed","","arteam","2015-05-24T20:42:06Z","2016-01-24T08:06:44Z"
"","1348","Fix broken links to manual in javadoc","Would be nice if the docs for the latest version were available at `/latest/docs` or something like that we one could point to the docs without specifying a particular version, but lacking that, pointing to `/0.9.1/docs` is the best I can think of.","closed","documentation,","reftel","2015-11-21T12:14:19Z","2015-11-21T12:32:44Z"
"","726","DropwizardResourceConfig#logEndpoints does not work for implemented interfaces","with the current 0.8.0-SNAPSHOT, the registered resource does not get logged on startup when it implements a resource interface:  ``` java @Path(""/"") public interface LoadCalendar {     @GET     @Path(""/foo/{name}"")     public Response load(@PathParam(""name"") String name); }  public class CalendarResourceBean implements Serializable, LoadCalendar {     private static final long serialVersionUID = 1L;      @Override     public Response load(final String name) {         return Response.ok().entity(""name=""+name).build();     } }  ...  environment.jersey().register(new CalendarResourceBean()); ```  This did work in 0.7.1.  Reason is that logEndpoints filters all registered resources that do not have a @Path annotation without checking if an implemented interface does.  NOTE: this only affects the log report, the resource is registered and working fine.","closed","bug,","jangalinski","2014-10-05T09:43:23Z","2015-01-03T15:17:48Z"
"","727","DropwizardResourceConfig#logEndpoints does not work for implemented interfaces","with the current 0.8.0-SNAPSHOT, the registered resource does not get logged on startup when it implements a resource interface:  ``` java @Path(""/"") public interface LoadCalendar {     @GET     @Path(""/foo/{name}"")     public Response load(@PathParam(""name"") String name); }  public class CalendarResourceBean implements Serializable, LoadCalendar {     private static final long serialVersionUID = 1L;      @Override     public Response load(final String name) {         return Response.ok().entity(""name=""+name).build();     } }  ...  environment.jersey().register(new CalendarResourceBean()); ```  This did work in 0.7.1.  Reason is that logEndpoints filters all registered resources that do not have a @Path annotation without checking if an implemented interface does.","closed","","jangalinski","2014-10-05T10:58:26Z","2014-10-05T11:16:59Z"
"","1295","Fix HTTP Client Config User Agent Validation","With Hibernate Validator 5.2.x, when an annotation such as `@NotNull` can be applied to either the inner or wrapper type (in this case, `String` or `Optional`), the code must explicitly define `@UnwrapValidatedValue`  Fixes #1292","closed","bug,","nickbabcock","2015-10-22T15:26:46Z","2015-10-22T15:43:16Z"
"","1218","Add support for Logback's FixedWindowRollingPolicy","With [Fixed Window Rolling Policy](http://logback.qos.ch/manual/appenders.html#FixedWindowRollingPolicy) (archivedLogFilenamePattern: -%i), we have control on the size (maxFileSize) and the number of log files (archiveFileCount) that will reside on the host. We will not have to worry about disk usage warnings.   Recently Size and Time Based Archiving (archivedLogFilenamePattern: -%d-%i) with maxFileSize option has been added as part of commit: 343680b. In this archival policy we have control on the size of each log file (it will rotate the logs and increment the index after maxFileSize is reached), but the archiveFileCount only applies to the number of days worth of files that should be maintained. So on any specific day, files will keep getting rolled over indefinitely with a new index when the maxFileSize is reached. These log files will continue to accumulate as long as it is within the number of days mentioned in archiveFileCount. So we will lose control on the number and size of log files on the host, and disk usage may be a concern.  Proposed Approach:  Include FixedWindowRollingPolicy in FileAppenderFactory. Rolling policy to be used will be based on the archivedLogFilenamePattern -  Time Based Rolling Policy - /tmp/application-%d{yyyy-MM-dd}.log.gz Size and Time Based Rolling Policy - /tmp/application-%d{yyyy-MM-dd}-%i.log.gz Fixed Window Rolling Policy - /tmp/application-%i.log.gz  I hope you find this useful. I'm open to suggestions as well. Thanks.","closed","","dennyac","2015-08-17T05:01:13Z","2015-09-03T20:51:23Z"
"","580","Replacing dropwizard request logging with logback-access","WIP: This isn't ready to merge!  This is an attempt at replacing the Slf4jRequestLog with logback-access, and exposing the log pattern in configuration.  The primary driver behind this is the ability to use more complex log patterns, specifically the %replace(){} function from logback to redact sensitive information from request logs. It also adds the ability to make use of MDC in request logs. - [x] This relies on [#201](https://github.com/qos-ch/logback/pull/201) and [#202](https://github.com/qos-ch/logback/pull/202) being merged in to logback first. - [ ] It specifies logback-access 1.1.3-SNAPSHOT in the dropwizard-logging/pom.xml because I built logback locally with these changes, obviously this would actually be ${logback.version}. - [x] This removes the timeZone configuration field as the timezone is now specified as part of the logFormat configuration field instead. - [x] This needs tests written. I know, I'm a bad person :(  I'm primarily looking for feedback on this. Assuming the logback PRs get accepted, would this be considered?  There is already #370 which has similar goals, but is badly outdated now, and works by adding a new build method to each appender factory, rather than genericising them.","closed","needs code,","reines","2014-05-16T21:55:56Z","2015-04-15T21:12:04Z"
