"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1175","Update arrays.xml","~~Added English names for some languages and~~ Fixed a few native names of languages. Checked correctness using Wikipedia.","closed","","ghost","2014-03-15T16:06:41Z","2014-07-31T16:24:02Z"
"","682","Cannot delete contact key","You can only confirm the key, you cannot remove it currently.","closed","","ghost","2014-02-25T13:03:55Z","2015-01-05T16:07:13Z"
"","818","Ancient unsent messages sent after update","Yesterday morning my phone auto-updated TextSecure. I noticed the icon had just changed to the circular one, so clicked it, and authenticated. I followed the one-time process of registering on the server, and all seemed normal.  Later, i found out that a message I'd sent on the 18th december (to two recipients) had just been received by them. I presume it had failed to send back in december due to bad signal or some such, and the software update had just tried it again (I know where I was when I sent the message has little or no signal a lot of the time).  Seeing as the message was ""I'm in the pub"" and was sent at 8.15am, it lead to a few probing questions about my drinking habits ;-)  Anyway, I doubt this is the sort of thing we can track down and ""fix"", but I thought I'd mention it and see if anyone else was affected.  TextSecure is showing version 2.0.2 right now, although I think it updated again during the night, so I'm not sure exactly which version sent the ancient unsent messages.","closed","","coofercat","2014-02-27T10:00:37Z","2015-03-16T20:02:52Z"
"","867","Take Photo Button: Ability to take photo saved to encrypted storage","Would like the ability to take a photo that is stored to encrypted storage within the app, as opposed to adding an existing unencrypted photo from device.  Thank you and keep up the great work! =)","closed","","phrag","2014-02-28T09:54:17Z","2014-02-28T21:32:57Z"
"","462","Feature Request: Dark Theme - Passphrase Screen","Would it be possible to have the initial passphrase screen be inverted to white letters on black background screen when the user has chosen to use the Dark Theme?","closed","","JayTaylor515","2013-12-05T16:27:10Z","2013-12-09T05:37:15Z"
"","1065","Ask for desired behaviour on first start","Would it be possible to ask the user during the first start of the app (right before/after setting the passphrase), to specify the desired behaviour: - only use push - use SMS fallback - use as default SMS/MMS-App  Probably even add a ""what does that mean?"" button which opens a pop-up that explains (in simple words) what every mode does.  This would go a long way in making the app more friendly for the less tech-enthusiastic users and those, who don't want to crawl through the settings-menu.  edit: corrected formatting.","closed","ux,","GraphZal","2014-03-06T12:47:16Z","2015-11-24T18:46:26Z"
"","900","Feature request: Message self destruct","Would it be possible to add a self destruct element to secure messages? So that you can set them to remove themselves from a recipients phone after X number of minutes/hours/days? Perhaps this could be either after it is read or after it is received. Perhaps local deletion of messages in a conversation could ask if you want the remote version removed as well.","closed","","mattdale77","2014-03-01T09:49:43Z","2014-09-04T21:31:47Z"
"","922","[Feature Request] vCard Support","Would be nice if TextSecure could support sending/receiving vCards for exchanging contact information. This isn't even in Hangouts as far as I know, but would be a killer feature regardless.  Thank you!","closed","","okiedude","2014-03-02T02:15:55Z","2014-03-02T07:05:12Z"
"","1109","Update to newest gradle version, needed for Android Studio 0.5.0+.","Won't work with the newest Android Studio (0.5.0+) otherwise:  ``` Failed to refresh Gradle project 'TextSecure'          The project is using an unsupported version of the Android Gradle plug-in (0.8.3).          Version 0.9.0 introduced incompatible changes in the build language.          Please read the migration guide to learn how to update your project.          Open migration guide, fix plug-in version and re-import project (http://tools.android.com/tech-docs/new-build-system/migrating_to_09) ```","closed","","eikowagenknecht","2014-03-10T09:10:51Z","2014-06-16T18:43:26Z"
"","967","Misleading SMS fallback disabled reason","With the new PUSH Protocol, I believe the string: preferences__allow_sms_fallback_disabled_reason in https://github.com/WhisperSystems/TextSecure/blob/master/res/values/strings.xml might be misleading.  If you are not registered for push, it says TS is configured as default SMS app and this is the reason you can't disable SMS fallback. However I think the reason is because I'm not registered for push. So there could be two reasons why one can't disable SMS fallback: not registered for push or default SMS app.  Maybe the string should be updated.","closed","","JavaJens","2014-03-03T17:13:54Z","2014-03-04T14:58:38Z"
