"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","69","Localisation changes","You know, it's much more fun listening to you in a lecture theatre. :-P  Right; any nit picks now might have to wait 3 weeks, depending on available connectivity. Hope I did not screw this one up (again).  Anyway, have a great afternoon! Must say I did envy the opportunity given to you folks over there the last day or so with all that hardware in the sky.  All the best!  Tor","closed","","thoughtbox","2012-09-22T19:56:50Z","2012-09-22T20:22:16Z"
"","195","Feature Request: ""Template"" message list","Would it be possible to add a list of pre-composed messages (called ""templates"" or ""quick-text"" in other clients) that could be filled with frequently-used replies?  Things like ""I'm driving,"" ""In a meeting,"" or custom replies that can be sent with just a couple of taps would greatly enhance (well, for me, at least) TS's suitability to take over as my sole SMS client.","closed","feature,","NiccoloDeiConti","2013-06-11T20:52:01Z","2018-04-02T21:19:06Z"
"","131","0.9.1 crashes when I enter my password","Worked great until the latest update. App starts fine, and I can move about the app without entering my password (can't read msgs, but app runs). When I enter a bad password, it tells me as much. But when I enter my password, it crashes.  This is on a Nexus S, Android 4.1.1","closed","","jhaglund","2013-02-15T01:37:27Z","2013-02-21T21:53:48Z"
"","78","TS not downloading sent photo from nonuser","While using TS on my D2G verizon, my friend sent me a photo from iphone ATT, the chat does not show that I've received the photo.  Instead I found it in my original text program.","closed","","ponso","2012-10-12T23:06:13Z","2012-12-09T00:53:28Z"
"","103","Draft of message saved","While typing an SMS, sometimes, you get notifications and switch applications to act with the notification. And after returning to application, sometimes you have come back to home to check agenda or whatever, and the draft of the message has been lost.  Since every SMS composer on android seems to handle that, it should be great that TextSecure handles it too.","closed","feature,","dolanor","2012-12-12T10:19:26Z","2014-05-19T04:54:35Z"
"","33","Hard button volume controls non-functional","While the textsecure app has foreground the hardware volume buttons are not functional.  On galaxy nexus toro. AOKP ROM FRANCO KERNEL","closed","","EnigmaRaptor","2012-05-03T15:26:48Z","2012-08-04T00:53:23Z"
"","60","[Feature] Allow swipe to clear key cache from notification pane","While TextSecure is running, it shows a notification to indicate that the passphrase is cached.  There is no way to dismiss this notification while the key is cached... this is good.  My feature request is that it should be possible to dismiss this notification, and have TextSecure automatically clear the passphrase when it is dismissed.  This will make a much quicker way to clear the cached key, and take far fewer steps in order to do it.","closed","","micolous","2012-09-05T04:42:52Z","2012-10-04T06:36:04Z"
"","1","Conflicting EULA?","While performing a license analysis on the source code I found a conflicting EULA in res/raw/eula. It has problematic areas, like the software is only available for non-commercial use, and some of the terms are probably considered a ""further restriction"" under the GPL. My hope is that this file was just overlooked and wasn't supposed to have been included in the distribution.","closed","","ghost","2011-12-21T00:06:51Z","2014-02-26T01:44:41Z"
"","165","Please expand doco for the export/import.","Where is the data held and does it need to be placed in the same location and is it secured with my passphrase?  I cannot find the exported data on my stock unrooted nexus galaxy.","closed","","ghost","2013-05-01T08:03:06Z","2013-05-01T20:20:59Z"
"","277","Opening group messages crashes TextSecure","Whenever I open a group message (i.e., one I've sent or one sent to me in which I am one of the recipients) TextSecure immediately crashes/closes. There are no error messages that appear, the app simply closes.  I'm running the app on a Galaxy S3, running 4.1.2, on Sprint.","closed","","tin-can-zz","2013-07-25T19:19:33Z","2014-02-28T23:36:33Z"
"","126","Notifcation messages don't include the message content","When using the stock SMS app I am able to see the message content in the notification, this is not the case for TextSecure.","closed","","graingert","2013-02-08T11:16:57Z","2014-02-10T09:59:23Z"
"","243","Shared items are sent in plaintext","When using the Android ""share"" feature with TextSecure and choosing to send to a contact with an existing secure session that shared item is sent in plaintext","closed","","graingert","2013-07-05T17:40:13Z","2014-02-27T23:39:43Z"
"","30","MMS Download Issue","When using my HTC Hero with Android 2.1 on Sprint my TextSecure 0.5.7 MMS messages appear as follows: ##   Moxie:  Connecting to MMS server...  Message size: 223 KB ## Expires: Jun 5  I'm not sure why Expires is coming through as bold but it is not bold in TextSecure.  SMS messages come through without an issue. Is there something that I can do to get my MMS messages? Thanks.","closed","","benpratt","2012-04-07T00:32:36Z","2012-12-09T00:52:44Z"
"","135","[feature] clear password field if password is wrong","When unlocking the TextSecure DB you are prompted for a password, if a user gets the password wrong the typed characters are left in place.  This results in the user having to delete the password before retyping it, as it's too hard to figure out where the typo was in a starred out password.  I would like to propose that if an incorrect password is typed the password field is blanked, thus saving users the trouble of deleting the incorrect pass.","closed","","grrrrr","2013-02-21T19:02:55Z","2013-02-21T22:47:52Z"
"","43","text message recipient names not encrypted","When TextSecure's passphrase is not cached, although the conversations are encrypted, it is still possible for anyone to read the names of the message recipients. This may be enough to incriminate an individual, and it certainly enables adversaries to easily discern the contact details of the individuals to whom I have been sending encrypted messages.  I'd like to see TextSecure enable encryption for all details not only message content, assuming this is possible?","closed","","baghdadbrian","2012-08-08T19:15:16Z","2012-08-09T03:06:32Z"
