"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1907","TypeError: 'localName' is null or not an object","xpath for IE8 is somewhat busted due to https://github.com/google/wicked-good-xpath/issues/36  wgxpath will need to be pulled (or a fix to that cherry-picked) and IEDriverServer released to resolve the IE8 regression.","closed","","joshbruning","2016-04-01T05:49:16Z","2019-08-20T09:09:47Z"
"","2785","get_attribute raise an exception (release 3.0.0-beta-3)","Windows 8.1, Python 3.5,2, Selenium 3.0.0-beta-3 ## Actual Behavior -  Calling `get_attribute` on a web element raises an exception with version 3.0.0-beta-3:  ``` python   File """", line 1, in    File ""C:\Python35\lib\site-packages\selenium\webdriver\remote\webelement.py"", line 136, in get_attribute     self, name)   File ""C:\Python35\lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 465, in execute_script     'args': converted_args})['value']   File ""C:\Python35\lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 236, in execute     self.error_handler.check_response(response)   File ""C:\Python35\lib\site-packages\selenium\webdriver\remote\errorhandler.py"", line 192, in check_response     raise exception_class(message, screen, stacktrace) selenium.common.exceptions.WebDriverException: Message: SyntaxError: missing ) in parenthetical ```  This issue was introduced by this commit: https://github.com/SeleniumHQ/selenium/commit/4c75ef025f3b0cae5b8462266370d015843bc3ac  The exception is raised because the loaded resource `getAttribute.js` is not properly decoded: https://github.com/SeleniumHQ/selenium/blob/4c75ef025f3b0cae5b8462266370d015843bc3ac/py/selenium/webdriver/remote/webelement.py#L133  So a fix would be to decode the resource :  ``` raw = pkgutil.get_data(__package__, 'getAttribute.js').decode('utf8') ```  I also noticed that the file is loaded each time `get_attribute` is called. It would be preferable to cache it on the first call.","closed","C-py,","florentbr","2016-09-16T16:47:06Z","2019-08-19T14:09:56Z"
"","1858","Supported elements in org.openqa.selenium.support.ui","Why does package org.openqa.selenium.support.ui contain model for <select> tag, but not for any other HTML element? It would make sense to have all HTML elements supported or none for consistency.   The following elements could be modeled: button, checkbox, image, label, link, radio button, table, text fields (text and textarea).  If implementing Java classes for each HTML element sounds like a good idea, I would be happy to do it. However, I need some feedback on this.","closed","","semonte","2016-03-22T07:22:08Z","2019-08-20T09:09:57Z"
"","2506","Ruby Event Listeners","While trying to [implement Watir's After Hooks](https://github.com/watir/watir-webdriver/pull/433) with Selenium Event Listeners, it looks like not everything we would want to have as a Listener is implemented. The linked PR shows the monkey patches that were needed.   There were also a number of places that required aliasing due to mismatching of camel case and snake case, so it might be best to [fix up the Ruby Commands](https://github.com/SeleniumHQ/selenium/issues/2479) first as well.","closed","C-rb,","titusfortner","2016-07-21T22:24:30Z","2019-08-14T15:09:42Z"
"","2788","Separate language binding implementation to separate repositories","While there might be some reasons for keeping all different language implementation for the Selenium/Webdriver in this same repository, it makes finding information a bit hard.  Separating could perhaps be done by using a naming convention of having the environment in the first part and the project name as the second, for example `node-selenium` (or `node-webdriver`) or `python-selenium` (or `python-webdriver`).  This would make it easier to have issues and pull requests targeting certain language implementations in different places, as well as possible specification or such in its own.","closed","","paazmaya","2016-09-16T19:42:11Z","2019-08-19T16:09:59Z"
"","2552","moveToElement is not working","while executing below command it is throwing exception  > new Actions(driver).moveToElement(locator).perform();  **Exception**   ``` org.openqa.selenium.UnsupportedCommandException: POST /session/51fc473e-8059-ac4d-87bf-f69c78e95fd3/moveto did not match a known command (WARNING: The server did not provide any stacktrace information) Command duration or timeout: 1 milliseconds **Build info: version: '3.0.0-beta1', revision: '8e4315c', time: '2016-07-28 18:04:05 -0700' System info: host: 'test', ip: '127.0.0.1', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.11.3', java.version: '1.8.0_91'** Driver info: org.openqa.selenium.firefox.FirefoxDriver Capabilities [{rotatable=false, raisesAccessibilityExceptions=false, loggingPrefs={browser=ALL}, appBuildId=20160726073904, version=, platform=MAC, proxy={}, command_id=1, specificationLevel=0, acceptSslCerts=false, browserVersion=48.0, platformVersion=15.3.0, XULappId={ec8030f7-c20a-464f-9b0e-13a3a9e97384}, browserName=Firefox, takesScreenshot=true, takesElementScreenshot=true, platformName=Darwin, device=desktop, firefox_profile=UEsDBBQACAgIAM51AkkAAAAAAAAAA..., unexpectedAlertBehaviour=accept}] Session ID: 51fc473e-8059-ac4d-87bf-f69c78e95fd3     at sun.reflect.GeneratedConstructorAccessor9.newInstance(Unknown Source)     at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)     at java.lang.reflect.Constructor.newInstance(Constructor.java:423)     at org.openqa.selenium.remote.ErrorHandler.createThrowable(ErrorHandler.java:206)     at org.openqa.selenium.remote.ErrorHandler.throwIfResponseFailed(ErrorHandler.java:158)     at org.openqa.selenium.remote.RemoteWebDriver.execute(RemoteWebDriver.java:683)     at org.openqa.selenium.remote.RemoteExecuteMethod.execute(RemoteExecuteMethod.java:35)     at org.openqa.selenium.remote.RemoteMouse.mouseMove(RemoteMouse.java:89)     at org.openqa.selenium.interactions.MoveMouseAction.perform(MoveMouseAction.java:39)     at org.openqa.selenium.interactions.CompositeAction.perform(CompositeAction.java:50)     at org.openqa.selenium.interactions.Actions.perform(Actions.java:373) ```  P.S : the same is happening with dragAndDrop command also  > (new Actions(driver)).dragAndDrop(element1, element2).perform();","closed","","SantoshSarma","2016-08-02T10:31:09Z","2017-01-16T12:18:34Z"
"","1848","Replace Throwables.propagate with equivalent.","Where safe, replace Throwables.propagate with equivalent behavior: either ""throw e"" or ""throw new RuntimeException(e)"". This is in preparation for Guava owners to delete this method. Note that not all instances of Throwables.propagate have been removed: those which could possibly result in the change of type of the resulting exception.","closed","","joshbruning","2016-03-19T20:33:41Z","2016-03-19T21:08:50Z"
"","2245","[js] expiry time unit should be same: `WebDriver.addCookie(..., opt_expiry)` v.s. `{expiry} = getCookie()`","when we use getCookie() and save the expiry, the expiry is the **seconds** unixtimestamp. when we use addCookie(..., opt_expiry), the expiry is the **milliseconds** unixtimestamp.  so I have to convert the timestamp get via getCookie() from seconds to milliseconds, before I can set the expiry back to browser by addCookie.  I suggest this should use the same unit... this problem waste me a lot of time today.","closed","","huan","2016-06-09T07:45:11Z","2019-08-20T03:09:50Z"
"","1958","Fix CoveringUpSauceErrorsRule: the original exception was lost","When re-creating the driver fails, throw the original exception, and expose the exception occurred while re-creating the driver as a suppressed exception.  Plus, extract to local var `t.getMessage()`. - [X ] By placing an `X` in the preceding checkbox, I verify that I have signed the [Contributor License Agreement](https://github.com/SeleniumHQ/selenium/blob/master/CONTRIBUTING.md#step-6-sign-the-cla)","closed","","alb-i986","2016-04-11T15:12:08Z","2017-06-14T00:30:04Z"
"","2307","Firefox stopped working error message after firefox update to 47.0","When I update Firefox to 47.0 , it giving error message Firefox stopped working error message after Selenium script run  .  When I downgrade firefox version , then its working fine .  OS : Windows 10 Firefox version : 47.0  Selenium version : 2.53.0","closed","","rakslalsangi","2016-06-17T09:11:35Z","2019-08-20T02:09:44Z"
