"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","711","Disable HTTP Public Key Pinning (HPKP) when the webdriver_accept_untr…","…usted_certs capability is set. As of Firefox 39, Firefox ignores certificate overrides if the domain's certificate is pinned.  Fixes #638.","closed","","juangj","2015-06-25T21:39:51Z","2015-06-25T22:33:33Z"
"","712","Fix the atoms tests; ""display: run-in"" apparently is no longer suppor…","…ted in Safari 7.1 and later.","closed","","juangj","2015-06-26T00:20:59Z","2015-06-26T00:26:52Z"
"","667","Init last known mouse position with (-1, -1) instead of (0, 0) to avoid t…","…roubles when moving to (0, 0)  For now if we'll try to move cursor to (0, 0) of body first time, cursor will not be moved because of this check: https://github.com/SeleniumHQ/selenium/blob/master/cpp/iedriver/InputManager.cpp#L500","closed","D-IE,","j0tunn","2015-06-15T20:37:12Z","2015-07-09T14:45:37Z"
"","535","java: Adding a guard for the case of empty sessionId (this case happe…","…ns on the start of marionette connection)","closed","","barancev","2015-05-11T15:44:26Z","2015-05-11T18:50:39Z"
"","645","Fixed issue #644. ErrorHandler now tolerates non-Number lineNumber, a…","…nd also attempts to safely parse a non-Number Object if it receives a non-Number.  If absent or non-numeric it now continues to build the StackTraceElement (instead of aborting that frame) and uses the conventional -1 for lineNumber.  Signed-off-by: Brett Randall javabrett@gmail.com","closed","C-java,","javabrett","2015-06-10T23:29:02Z","2015-06-18T22:22:24Z"
"","608","Fix error reporting when phantomjs doesn't start","You can't pass the exception to `raise` as an argument, you need to to explicitly include it in the string.","closed","C-py,","dsem","2015-06-03T11:16:59Z","2015-06-04T18:59:46Z"
"","592","A input element where type = 'checkbox' is not clickable","Xpath: //div[@class='ngSelectionCell ng-scope']/input[@id='browse_data']  HTML:  ```        ```  Code used with Exception raised :  `````` >>> from selenium import webdriver >>> driver = webdriver.Firefox() >>> element = driver.find_element_by_xpath(""//div[@class='ngSelectionCell ng-scope']/input[@id='browse_data']"") >>> element  >>> element.click  >>> element.click()  Traceback (most recent call last):   File """", line 1, in    File ""C:\Python26\lib\site-packages\selenium\webdriver\remote\webelement.py"", line 65, in click     self._execute(Command.CLICK_ELEMENT)   File ""C:\Python26\lib\site-packages\selenium\webdriver\remote\webelement.py"", line 402, in _execute     return self._parent.execute(command, params)   File ""C:\Python26\lib\site-packages\selenium\webdriver\remote\webdriver.py"", line 175, in execute     self.error_handler.check_response(response)   File ""C:\Python26\lib\site-packages\selenium\webdriver\remote\errorhandler.py"", line 166, in check_response     raise exception_class(message, screen, stacktrace) selenium.common.exceptions.ElementNotVisibleException: Message: Element is not currently visible and so may not be interacted with Stacktrace:     at fxdriver.preconditions.visible (file:///c:/users/snk/appdata/local/temp/tmp7g9t5w/extensions/fxdriver@googlecode.com/components/command-process or.js:9587)     at DelayedCommand.prototype.checkPreconditions_ (file:///c:/users/snk/appdata/local/temp/tmp7g9t5w/extensions/fxdriver@googlecode.com/components/c ommand-processor.js:12257)     at DelayedCommand.prototype.executeInternal_/h (file:///c:/users/snk/appdata/local/temp/tmp7g9t5w/extensions/fxdriver@googlecode.com/components/co mmand-processor.js:12274)     at DelayedCommand.prototype.executeInternal_ (file:///c:/users/snk/appdata/local/temp/tmp7g9t5w/extensions/fxdriver@googlecode.com/components/comm and-processor.js:12279)     at DelayedCommand.prototype.execute/< (file:///c:/users/snk/appdata/local/temp/tmp7g9t5w/extensions/fxdriver@googlecode.com/components/command-pro cessor.js:12221)``` ``````","closed","","sumanth1308","2015-06-01T10:28:11Z","2019-08-21T11:09:56Z"
"","793","HtmlUnitDriver: fix findElementByXPath()","XmlPage can be used as well to find by XPath","closed","","asashour","2015-07-15T15:06:07Z","2015-07-15T19:13:25Z"
"","337","[WebDriverJS] - driver.wait behavior when timeout = 0 is confusing","With version 2.45.1, the behavior when the timeout is unset for `driver.wait` is confusing. It will wait indefinitely if the condition is a promise, but waits for a time of 0 if the condition is a function:  ``` js var promise = require('selenium-webdriver').promise;  var donePromise = promise.delayed(1000); promise.controlFlow().wait(donePromise); // This waits just fine.  var done = false; setTimeout(function() {   done = true; }, 1000);  promise.controlFlow().wait(function() {   return done; }); // This times out and throws an error. ```  Should a timeout of 0 also cause `wait` to wait indefinitely if the condition is a function?","closed","I-papercut,","juliemr","2015-03-16T19:47:36Z","2019-08-21T15:09:48Z"
"","275","Pass stacktrace and screen to TimeoutException in WebDriverWait","With this patch TimeoutException from WebDriverWait will contain stacktrace and screen from latest exception (if they exist).","closed","","bayandin","2014-10-27T09:07:06Z","2014-11-05T05:55:29Z"
"","224","correct exception handling","With old-style exception handling selenium becomes unusable on python3","closed","","zenjoyneering","2014-05-27T12:03:57Z","2014-06-19T20:33:09Z"
"","744","IEDriver: Some elements require double-click instead of single-click","While working on running our tests on IE driver, I've encountered strange behaviour on part of the latter.   Site: http://pressreader.com Steps to reproduce: 1. Open website with IE driver 2. Click on ""Sign In"" link in the top right corner, create a new user. 3. After you are logged in, try to click on your username in the top right corner.  After a single click there should open a popup menu, but in case of IE driver it actually requires two clicks. Same behaviour is noted with popup menu items and all the items on the top bar (menu, < arrow, pressreader logo).  I've tried turning off native events and turning on requireWindowFocus, but it does not help. Just to be sure, it works in FF/Chrome driver and FF/Chrome/IE browsers.  IEDriver v.2.46.0.0","closed","","littlemju","2015-07-07T22:02:50Z","2019-08-21T08:09:37Z"
"","788","WebDriverJs wiki updates","While I can't edit the wiki (#786), some suggested updates:  At https://github.com/SeleniumHQ/selenium/wiki/WebDriverJs#writing-tests: - Mocha should point to mochajs.org. - `selenium-webdriver/testing module` could link to https://github.com/SeleniumHQ/selenium/tree/master/javascript/webdriver/testing - ""A full example is provided in the selenium-webdriver/example package."" could link to https://github.com/SeleniumHQ/selenium/tree/master/javascript/node/selenium-webdriver/example","closed","","dandv","2015-07-15T10:58:51Z","2019-08-21T07:09:46Z"
"","746","Expertise Request - Networking (Referral Request)","Where is the best place to search for folks that know Selenium? I am currently conducting an extremely strategic search for a Mobile Architect to fill an important role within our company. I would be very appreciative for any referrals you’d be willing share. If there is anything I can help you find please let me know. I am happy to help.   Position Brief - http://bit.ly/VTMobileArchitect Location Chicago, IL   Thank you in advance for the help,   Thomas F.X. Licari  | Director of Recruitment  | Vertical Trail, LLC  | Thomas(ATSIGN)VerticalTrail.com  | VerticalTrail.com","closed","","tlicari","2015-07-08T19:48:03Z","2019-08-21T09:09:49Z"
"","770","Issue in find_element_by_class_name()","When we use the function find_element_by_class_name('xyz') then it returns the value of the tags with class = ""abc xyz"" also. Facing problem because of this issue.","closed","","13aksh","2015-07-12T21:26:19Z","2019-08-21T09:09:36Z"
"","569","PhantomJS Webdriver Race Condition in Port Selection","When using the phantomjs webdriver, it appears that there is a race condition when providing port=0. Selenium uses a socket bind on localhost to choose a free port, and then provides this port to ghostdriver. If a port is already in use when ghostdriver initializes, you receive the following error (uncaught excepting in Ghostdriver, so causes a zombie process):  ``` [ERROR - 2015-05-23T15:07:26.410Z] GhostDriver - main.fail - {""line"":85,""sourceURL"":"":/ghostdriver/main.js"",""stack"":""\tat global code (:/ghostdriver/main.js:85:56)""}    :262 in error ```  You can reproduce this fairly simply by initializing 2 phantomjs instances with the same port.  The issue occurs frequently when using multiprocessing.   ``` #!/usr/bin/env python  from selenium import webdriver from selenium.webdriver.common.desired_capabilities import DesiredCapabilities from multiprocessing import Manager from multiprocessing import Pool import time   def worker(url):     service_args = []     capabilities = DesiredCapabilities.PHANTOMJS     capabilities['phantomjs.page.settings.resourceTimeout'] = 7000     capabilities['phantomjs.page.settings.userName'] = 'none'     capabilities['phantomjs.page.settings.password'] = 'none'     service_args.append('--ignore-ssl-errors=true')     service_args.append('--web-security=no')     service_args.append('--ssl-protocol=any')      driver = webdriver.PhantomJS(             desired_capabilities=capabilities, service_args=service_args, executable_path='/root/phantom')     driver.get(url)     driver.quit()  if __name__ == '__main__':     p = Pool(10)     threads = []     with open('topsites.txt') as f:         lines = f.readlines()     for url in lines:         url = 'http://' + url.strip()         threads.append(p.apply_async(worker,[url]))      p.close()     try:         while not all([r.ready() for r in threads]):             time.sleep(1)     except KeyboardInterrupt:         p.terminate()         p.join() ```  The above code sample (using a fresh compiled version of phantomjs in my testing) will let you reproduce the issue, resulting in the same error thrown when a port is already in use. Modify the phantomjs binary path as necessary.  Every time this happens, the phantomjs process goes defunct, and essentially locks up that thread indefinitely. You can watch this happening using the code sample and  ``` watch -C phantomjs u ```  You can grab topsites.txt from http://pastebin.com/raw.php?i=AFrezqpU","closed","C-py,","rvazarkar","2015-05-26T14:08:11Z","2019-08-16T23:09:56Z"
"","758","""Error communicating with the remote browser"" quitting Chrome","When using the latest selenium-server-2.46.0.jar, chromedriver 2.16 and the latest snapshot of chromium on a Linux Selenium node, I saw one in a series of Java tests fail at the end with a WebDriverException in RemoteWebDriver#quit(),  https://code.google.com/p/chromedriver/issues/detail?id=1144  From reading RemoteWebDriver.java I figured the exception got caught, logged and re-thrown as UnreachableBrowserException.  I understand I could work the issue around by ignoring the exception in my test class method that overrides FluentLenium's FluentTest#quit().  Alternatively, I wonder if it makes sense to ignore the exception directly in RemoteWebDriver#quit(), similarly to #434.","closed","","eelgheez","2015-07-10T03:48:38Z","2019-08-21T03:09:35Z"
