"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","6814","[py] Don't override browser options with desired capabilities by defa…","…ult in WebKitGTK  When desired_capabilities parameter is omitted in WebKitGTK driver, the default capabilities are used. If options are also passed they are updated from desired capabilities, overriding the passed options. The desired_capabalities parameter should default to None instead.  - [x] By placing an `X` in the preceding checkbox, I verify that I have signed the [Contributor License Agreement](https://github.com/SeleniumHQ/selenium/blob/master/CONTRIBUTING.md#step-6-sign-the-cla)   --- This change is [](https://reviewable.io/reviews/seleniumhq/selenium/6814)","closed","C-py,","carlosgcampos","2019-01-04T12:09:33Z","2019-01-04T16:27:31Z"
"","5873","[java] Workaround for ChromeDriver not supporting dual stack environm…","…ent.  Utilize waitUntilAvailable() to probe the address family selected by ChromeDriver and proceed with whatever address is working.  See: https://bugs.chromium.org/p/chromedriver/issues/detail?id=779  - [x] By placing an `X` in the preceding checkbox, I verify that I have signed the [Contributor License Agreement](https://github.com/SeleniumHQ/selenium/blob/master/CONTRIBUTING.md#step-6-sign-the-cla)","closed","C-java,","hnsl","2018-05-09T09:20:51Z","2018-06-07T08:58:34Z"
"","6005","Fix .npmignore","You are currently shipping various redundant files such as tests, examples etc.  Please consider not shipping files that are non essential for the package to function.  Prime candidates are `test` `examples`, `lib/test`.","closed","C-nodejs,","SimonSchick","2018-06-08T13:47:22Z","2021-09-05T08:10:38Z"
"","6703","Ensure traces are injected and read to and from HTTP calls.","Without this, the traces only really make sense in the standalone mode.","closed","C-infra,","shs96c","2018-11-29T08:21:24Z","2021-09-05T09:02:45Z"
"","6810","Is there an alternative to using window().setSize in Selenium?","With latest Chrome Browser update, our UI tests for mobile browsers are failing on Chrome browser for windows.  I have been using this: driver.manage().window().setSize(dimension);  They are failing as UI elements do not match the expected on minimum chrome browser width.  But the site just loads fine on actual mobile devices on chrome browser.  Is there an alternative available in selenium which overrides the default minimum browser width set by chrome browser.","closed","","ghost","2019-01-03T16:20:20Z","2021-09-05T10:20:37Z"
"","6305","[Grid] Remove unused client timeout logic","With commit d06e54aec6c41ac7f3503c087472690961cd9873, the browserTimeout logic is no longer used when creating the http client. This removes that logic since it's unused.  No functional changes should take place with this change - it just makes the code clearer to follow (I came across this when trying to find what determined the http client timeout and it distracted me).  - [x] By placing an `X` in the preceding checkbox, I verify that I have signed the [Contributor License Agreement](https://github.com/SeleniumHQ/selenium/blob/master/CONTRIBUTING.md#step-6-sign-the-cla)","closed","C-grid,","dylanlive","2018-08-19T01:36:00Z","2019-05-08T18:05:41Z"
"","5982","Remove package_data and data_files options from setup.py","With `include_package_data` option set to `True` in `setup.py`, package data that is specified in MANIFEST.in is installed into the target directory when installing selenium. This means that we don't need to specify `package_data` and `data_files` in setup.py too. With the options set as before, files were included twice in wheel distributions (once in their original place and once in the "".data"" directory) and that triggered a bug that caused setuptools to fail to install the wheel distribution of selenium.  I verified that running `python setup.py bdist_wheel` and `python setup.py sdist` create distributions with the data files inside and that the data files are installed when installing the created distributions.  Fixes issue #5907  - [X] By placing an `X` in the preceding checkbox, I verify that I have signed the [Contributor License Agreement](https://github.com/SeleniumHQ/selenium/blob/master/CONTRIBUTING.md#step-6-sign-the-cla)","closed","C-py,","wiggin15","2018-06-03T14:18:05Z","2018-06-26T12:42:17Z"
"","6576","SendKeys not entering text on textarea fields.  However, it works fine for input tag fields.","Windows 10 Selenium 3.4 IEDriver 3.4 64x - not entering text on textarea fields Windows 10 Selenium 3.4 IEDriver 3.14 64x - - not entering text on textarea fields Windows 10 Selenium 3.4 IEDriver 3.4 32x - Entering text on textarea however, having issue in closing browser driver. Windows 10 Selenium 3.4 IEDriver 3.14 32x - Entering text on textarea however, having issue in closing browser driver.","closed","D-IE,","sksajjan","2018-10-25T10:40:10Z","2019-08-15T03:09:38Z"
"","6310","Can t even open selenium","Windows 10 64 bits - lastest Firefox  from selenium import webdriver  browser = webdriver.Firefox(executable_path=""geckodriver.exe"")  browser.get(""http://google.com"") #this will load the the google homepage  Does work at all .","closed","R-awaiting answer,","tchaton","2018-08-20T21:20:04Z","2019-08-15T14:10:02Z"
"","5874","Driver fails to click button when it is out of screen bounds","Windows 10 Selenium Version:   3.11.0 Browser:   Firefox 59.0.3 (64-bit)  ## Expected Behavior -  I expect the driver to scroll to the position of the button, and click it  ## Actual Behavior -  No scrolling occurs, the driver successfully finds the button and seems to successfully click it but nothing happens. No errors occur, the only error that occurs is my test assertion fails because it is expecting an effect of the button click, which did not happen  ## Steps to reproduce - The following markup results in the button rendering beyond the screen boundary of my 15.6"" laptop display  ` 		 		Billing Information 		 			 				 					 				 			 			 				First 					Name 				 					 				 			 			 				Last 					Name 				 					 				 			 			 				Email 				 					 				 			 			 				Billing 					Address Line 1 				 					 				 			 			 				Billing 					Address Line 2 				 					 				 			 			 				City 				 					 				 			 			 				State 				 					 				 			 			 				Zip 				 					 				 			 			 				Country 				 					 				 			 			 				 					Purchase 				 			 		 	`  The following Java code is used to click the button:  `WebElement field = waiter.until(ExpectedConditions.visibilityOf( 				By.xpath(""/html/body/div[contains(@class, 'container content')]/form//div[button[contains(text(), 'Purchase')]]//button""))); 		field.click();`  When I run the test, pause on a debug, manually scroll to the bottom and then resume, my test passes OK","closed","R-awaiting answer,","johno1985","2018-05-09T15:10:14Z","2019-08-15T23:09:38Z"
