"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","24243","测试文件","请忽略","closed","status: invalid,","huozhenblin","2019-12-21T04:16:39Z","2019-12-21T11:44:29Z"
"","23823","Merge pull request #1 from spring-projects/master","合并Spring最新代码","closed","status: invalid,","244372610","2019-10-16T16:21:59Z","2019-10-16T16:25:31Z"
"","23960","Merge pull request #1 from spring-projects/master","合并","closed","status: invalid,","kyo564296811","2019-11-09T06:34:22Z","2019-11-09T08:02:37Z"
"","24079","Floating point conversion error with @Value","使用@Value解析配置文件的配置项时，数据转换错误； 例：配置文件中配置项：project.item.value=1234.5e1213453 当我们使用@Value(${project.item.value})接受参数时，spring默认先把1234.5e1213453当浮点型处理，这种情况导致数据内容超出浮点的范围时会放回invalid错误","closed","in: core,","lanlystrong","2019-11-26T05:43:05Z","2019-12-10T12:58:54Z"
"","24266","Add missing space in AopConfigException message","…yBean#namedBeanToAdvisor  @pivotal-issuemaster This is an Obvious Fix","closed","type: task,","PascalSchumacher","2019-12-25T15:21:09Z","2019-12-26T08:56:14Z"
"","24256","can we add default convert list for ConvertService","you know some times ,when we write some business code ,we offten need POJO convert, but convertService only support class convert ,if we want to convert list,we need use `	Object convert(@Nullable Object source, @Nullable TypeDescriptor sourceType, TypeDescriptor targetType); ` this method ,i dont think this is a good way to me 。so can we add default impl to convert list ```java  public interface ConversionService {  	default  List convert(List objectList, Class targetType) { 		return objectList.stream().map(ob -> convert(ob, targetType)).collect(Collectors.toList()); 	}  }  ```","closed","status: duplicate,","lazyfighter","2019-12-24T09:20:46Z","2019-12-24T09:29:56Z"
"","24130","XmlBeansMarshaller should be brought back, as Xmlbeans is unretired by Apache.","XmlBeansMarshaller class was deperecated and removed because of retirement of Xmlbeans by Apache.  However, Xmlbeans is unretired and active development is also happening.  Shouldn't Marshaller be reintroduced to support Xmlbeans ?  Update about Xmlbeans unretirement is published in below link. http://xmlbeans.apache.org/news","closed","status: duplicate,","chirag519086","2019-12-04T11:28:35Z","2019-12-05T15:41:20Z"
"","24530","Partial dependency injection into constructor","With this commit it is possible to partially autowire constructors. It is useful, for example, for lookup methods, creating prototype beans. Sometimes prototype beans depend on singletons, and before to create such prototypes it was required to write custom factories. This change allows to use lookup methods.","open","in: core,","gzoom13","2020-02-15T14:47:16Z","2021-11-10T11:58:05Z"
"","24466","If controller method has produces=""*/*"" in 5.2.3 response is 500 instead of 406","With the following commit, if a RequestMapping specifies `produces=""*/*`and the request headers don't specify any accept, it will override the response with a 500 as the code below suggests :  https://github.com/spring-projects/spring-framework/commit/34d32402d352fe7bca2f45d3bc5c7243459ec556#diff-24571dc5c7743b2a69f7a5df4f2109b2R316","closed","type: enhancement,","smaldini","2020-01-31T19:06:17Z","2020-02-18T21:51:36Z"
"","24464","Support command line arguments with an empty value","With Spring Boot, you can override application properties using command line arguments like so:  ``` java -jar my-boot.jar --my.property.name=value ```  This, however, fails when you try to pass an empty value:  ``` java -jar my-boot.jar --my.property.name= ```  ``` java.lang.IllegalArgumentException: Invalid argument syntax: --my.property.name=   at org.springframework.core.env.SimpleCommandLineArgsParser.parse(SimpleCommandLineArgsParser.java:75)   at org.springframework.core.env.SimpleCommandLinePropertySource.(SimpleCommandLinePropertySource.java:90) ```  Since an empty string is a legal value for an application property, there seems to be no good reason to reject command line arguments with an empty value.  A real-world example is Kafka's `ssl.endpoint.identification.algorithm` which has to be set to an empty string to disable host name verification.","closed","status: feedback-provided,","robwruck","2020-01-31T12:06:47Z","2020-02-03T14:04:39Z"
