"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","23217","creating a branch to support http://jira.springframework.org/browse/S…","…PR-7123gfgrfvhgfd65yhtjn g hdfgsagsdrf","closed","status: invalid,","jbp198669","2019-07-01T10:31:05Z","2019-07-09T11:51:53Z"
"","23377","Issue-13568: Make PropertySourcesPlaceholderConfigurer call a convert…","…perty method when resolving properties  See https://github.com/spring-projects/spring-framework/issues/13568.  The idea here is to provide a new `convertProperty` method for people to implement as a replacement for the ones in `PropertyResourceConfigurer`. The methods in that class are a poor fit for `PropertySourcesPlaceholderConfigurer`, as they only support String-type values.  This PR implements and deprecates the methods that should not be used, and provides a new `convertProperty` that the configurer will actually call.  I think a cleaner way to do this would be to make `PropertySourcesPlaceholderConfigurer` not subclass `PropertyResourceConfigurer`, but I did it this way to avoid breaking the API.","closed","in: core,","srdo","2019-07-27T16:19:28Z","2022-02-15T09:01:09Z"
"","23732","ClientRequest show mutable ,because HttpMessageWriter need add a head…","…er(eg: xxx-signatureOfBody)","closed","in: web,","qinarmy-zoro","2019-09-30T18:39:05Z","2019-10-02T16:19:09Z"
"","22896","DefaultListableBeanFactory.destroySingleton(s) not thread-safe for manual singletons","Within class `org.springframework.beans.factory.support.DefaultListableBeanFactory` field `manualSingletonNames` almost correctly synchronized. But in method `destroySingleton` and `destroySingletons` directly modify the Set, there should be an immutable-like reference override as in case other modifications e.g.: `registerBeanDefinition`.","closed","in: core,","lmagyar89","2019-05-06T08:42:01Z","2019-05-06T23:02:02Z"
"","23679","Upgrade to Spring Doc Resources 0.1.3","With this release, we need to change the code snippet theme from a dark color palette to a light one, see spring-io/spring-doc-resources#14","closed","type: dependency-upgrade,","bclozel","2019-09-23T14:53:06Z","2019-09-26T12:29:01Z"
"","23591","Add opt-in build scan integration with Gradle Enterprise","With thanks to @etiennestuder for his guidance, this pull request adds opt-in build scan integration with Gradle Enterprise. When the GRADLE_ENTERPRISE_URL environment variable is set on a developer's machine or on CI, a build scan will be automatically uploaded to Gradle Enterprise at the end of the build.  This initial integration will establish a baseline for Spring Framework builds. Once that has happened we can use the build scans to identify ways in which the build can be optimized and updated to make use of Gradle's build caching which should reduce build times, significantly so for changes that only affect tasks near the leaf nodes of the task graph.","closed","type: task,","wilkinsona","2019-09-05T14:17:34Z","2019-09-10T19:53:54Z"
"","23663","Upgrade to Coroutines 1.3.2","With stable `Flow` to `Flux` conversion methods in order to allow us to remove remaining `@ExperimentalCoroutinesApi` from our API.","closed","type: dependency-upgrade,","sdeleuze","2019-09-18T14:48:13Z","2019-09-25T19:54:31Z"
"","22954","Remove charset parameter from Spring MVC JSON content type","With #22788, `MediaType#APPLICATION_JSON_UTF8` is deprecated an WebFlux default content type for JSON is `Content-Type: application/json` but based on my tests with Spring MVC it is still `Content-Type: application/json;charset=UTF-8`. I suspect it is caused by https://github.com/spring-projects/spring-framework/blob/73dbd06361c5b902857d3dae68b770523318288d/spring-web/src/main/java/org/springframework/http/converter/json/AbstractJackson2HttpMessageConverter.java#L255 .","closed","in: web,","sdeleuze","2019-05-13T09:59:31Z","2019-05-27T16:18:46Z"
"","23590","spring container new instance question","why private constructor class   spring container new instance this class why not  throw Exception","closed","for: stackoverflow,","hulvyou","2019-09-05T13:44:46Z","2019-09-05T14:20:23Z"
"","23025","HierarchicalUriComponents Url Encode removed char +","why HierarchicalUriComponents,  QUERY_PARAM removed char ""+"" for encode。 when I used TestRestTemplate，In my case, i hava param key=ab+12, server accept is ""ab 12"".  when i use param key=ab%2B12，and the sever accept is ""ab%2B12"", because char ""%"" will be encode。  1.  spring-web-4.3.4.RELEASE ```java  QUERY_PARAM { 			@Override 			public boolean isAllowed(int c) { 				if ('=' == c || '+' == c || '&' == c) { 					return false; 				} 				else { 					return isPchar(c) || '/' == c || '?' == c; 				} 			} 		} ``` 2. spring-web-5.0.7.RELEASE ```java QUERY_PARAM { 			@Override 			public boolean isAllowed(int c) { 				if ('=' == c || '&' == c) { 					return false; 				} 				else { 					return isPchar(c) || '/' == c || '?' == c; 				} 			} 		} ```","closed","status: invalid,","wusthuke","2019-05-24T08:42:14Z","2019-05-24T13:47:36Z"
